"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report or Final Turnkey/CALF approval","On Site","Completed"
801,"SHIP CONSTRUCTION","Laois","Sean Doire, Cork Road, Durrow",22,"*N/A","Stage 1 approved Q4-2018, outline design and costs being prepared.","","","","",""
802,"SHIP CONSTRUCTION","Laois","St Kieran's Park, Errill",14,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
803,"SHIP CONSTRUCTION","Laois","Harpurs Lane, Portlaoise",1,"*N/A","","","","","Q1-2019",""
804,"SHIP CONSTRUCTION","Laois","Hillview, Portlaoise",2,"*N/A","","","","Stage 4 approved Q3-2018, the scheme is fully approved.","",""
805,"SHIP CONSTRUCTION","Laois","The Orchard, Stradbally",6,"*N/A","","","","Stage 4 approved Q4-2018, the scheme is fully approved.","",""
806,"CALF Turnkey","Laois","Ballickmoyler, Graigcullen, Laois (Phase 1)*",20,"Co-operative Housing Ireland","","","","Q1-2019","",""
807,"CALF Turnkey","Laois","Bellingham, Portlaoise, Co. Laois (Phase 1)",4,"Cluid Housing","","","","","Q1-2017",""
808,"CALF Turnkey","Laois","Bellingham, Portlaoise, Co. Laois (Phase 2)",6,"Cluid Housing","","","","","Q1-2017",""
809,"CALF Turnkey","Laois","Bellingham, Portlaoise, Co. Laois (Phase 3)",5,"Cluid Housing","","","","","Q1-2017",""
810,"CALF Turnkey","Laois","Bellingham, Portlaoise, Co. Laois (Phase 4)*",9,"Cluid Housing","","","","","Q1-2017",""
811,"CALF Turnkey","Laois","Bellingham, Portlaoise, Co. Laois (Phase 5)*",6,"Cluid Housing","","","","","Q1-2017",""
812,"CALF Turnkey","Laois","Borris Road, Portlaoise, Co. Laois (Phase 1)*",17,"T�ath Housing Association Ltd","","","","Q1-2019","",""
813,"CALF Turnkey","Laois","Borris Road, Portlaoise, Co. Laois (Phase 2)",19,"T�ath Housing Association Ltd","","","","Q1-2019","",""
814,"CALF Turnkey","Laois","Corrig Glen, Station Road, Portarlington, Co. Laois (Phase 1)",17,"T�ath Housing Association Ltd","","","","","","Q3-2018"
815,"CALF Turnkey","Laois","Corrig Glen, Station Road, Portarlington, Co. Laois (Phase 2)",9,"T�ath Housing Association Ltd","","","","","","Q4-2018"
816,"CALF Turnkey","Laois","Corrig Glen, Station Road, Portarlington, Co. Laois (Phase 3)",13,"T�ath Housing Association Ltd","","","","","","Q4-2018"
817,"CALF Turnkey","Laois","Droimnin, Stradbally, Co Laois  (Phase 1)",6,"Cluid Housing","","","","","","Q3-2018"
818,"CALF Construction","Laois","Kirwan Park, Mountmellick, Co Laois  (Phase 1)",2,"Cluid Housing","","","","","","Q2-2018"
819,"CALF Turnkey","Laois","Lake Drive, Kilminchy, Co. Laois (Phase 1)",10,"Oaklee Housing","","","","Q2-2019","",""
820,"CALF Turnkey","Laois","Main Street, Stradbally, Co. Laois (Phase 1)",16,"North & East Housing Association Ltd","","","","","Q1-2019",""
821,"CALF Construction","Laois","POST TENDER - Cluinin  Mountrath, Co. Laois (Phase 1)",11,"Oaklee Housing","","","","","","Q1-2018"
822,"CALF Turnkey","Laois","Wilton Lawns, Portarlington, Co. Laois (Phase 1)",2,"Respond","","","","Q2-2019","",""
823,"CAS CONSTRUCTION","Leitrim","Ballinamore",2,"Society of Saint Vincent de Paul","","","","","","Q4-2017"
824,"SHIP CONSTRUCTION","Leitrim","Autumn View, Summerhill, Carrick on Shannon",27,"*N/A","","","Stage 3 approved Q3-2018, the scheme is now approved to proceed to tender.","","",""
825,"SHIP CONSTRUCTION","Leitrim","Taobh Tire, Manorhamilton (Phase 2)",7,"*N/A","","","","","","Q4-2018"
826,"SHIP CONSTRUCTION TURNKEY","Leitrim","Roosky",7,"*N/A","","","","","Q1-2019",""
827,"SHIP CONSTRUCTION TURNKEY","Leitrim","Drumshanbo",9,"*N/A","","","","","Q1-2019",""
828,"CALF Turnkey","Leitrim","Cnoc an Luir, Drumshanbo, Co. Leitrim (Phase 1)",10,"T�ath Housing Association Ltd","","","","","Q2-2019",""
829,"CAS CONSTRUCTION","Limerick","Towerfield Crescent, Croom",13,"Croom Voluntary Housing Association Ltd","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
830,"CAS CONSTRUCTION","Limerick","Cappamore",10,"Cappamore Housing Association Ltd","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
831,"CAS CONSTRUCTION","Limerick","Speakers Corner, Limerick City",4,"Simon Community : Midwest Simon","","","","","","Q3-2018"
832,"CAS CONSTRUCTION","Limerick","Cuan Mhuire, Bruree",6,"Cuan Mhuire Teoranta","","","","","","Q3-2018"
833,"CAS CONSTRUCTION","Limerick","Mirth, Thomondgate",18,"Associated Charities Trust Ltd","","","","","Q2-2018",""
834,"CAS CONSTRUCTION","Limerick","Cois na Feile, Abbeyfeale ",12,"Cluid Housing Association","","","","","","Q4-2016"
835,"CAS CONSTRUCTION","Limerick","2/3 Mallow Street",6,"Peter McVerry Trust Ltd","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
836,"CAS CONSTRUCTION","Limerick","Pinewood, Mulcaire Drive, Garraunykee",1,"Daughters Of Charity Of St Vincent De Paul","","","Stage 3 approved Q3-2018, the scheme is now approved to proceed to tender.","","",""
837,"CAS CONSTRUCTION","Limerick","St. Pauls Convent, Kilfinane",9,"Sophia Housing Association Ltd","Stage 1 approved Q4-2018, outline design and costs being prepared.","","","","",""
838,"CAS CONSTRUCTION TURNKEY","Limerick","Carebright Community, Ardykeohane, Bruff",6,"Carebright Ltd","","","","","","Q1-2019"
839,"CAS CONSTRUCTION TURNKEY","Limerick","Barrack Mews, Brennan's Row, Cathedral Place",6,"Arlington Novas Ireland Ltd","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
840,"REGENERATION","Limerick","Lord Edward Street, P2: Main Contract",79,"*N/A","","","","","","Q4-2017"
841,"REGENERATION","Limerick","Lord Edward Street, P2: Main Contract",2,"*N/A","","","","","","Q1-2017"
842,"REGENERATION","Limerick","Gaol Lane",1,"*N/A","","Stage 2 approved Q3-2016, full design/tender being prepared.","","","",""
843,"REGENERATION","Limerick","Sheep / Athlunkards Street",8,"T�ath Housing Association Ltd","","Stage 2 approved Q2-2014, full design/tender being prepared.","","","",""
844,"REGENERATION","Limerick","Churchfield (Phase 1.2)",19,"*N/A","","","","","","Q1-2018"
845,"REGENERATION","Limerick","Churchfield (Phase 2)",38,"Cluid Housing Association","","Stage 2 approved Q4-2014, full design/tender being prepared.","","","",""
846,"REGENERATION","Limerick","Cosgrave Park",9,"Co-operative Housing Ireland (Formerly NABCo)","","","Stage 3 approved Q1-2018, the scheme is now approved to proceed to tender.","","",""
847,"REGENERATION","Limerick","Palm Close",27,"Cluid Housing Association","","Stage 2 approved Q3-2016, full design/tender being prepared.","","","",""
848,"REGENERATION","Limerick","Orchard Site",26,"Oaklee Housing Trust","","Stage 2 approved Q3-2017, full design/tender being prepared.","","","",""
849,"REGENERATION","Limerick","176 & 177 Cliona Park",2,"*N/A","","","","","","Q2-2016"
850,"REGENERATION","Limerick","Cliona Park (Phase 2)",10,"*N/A","","","","","","Q2-2017"
851,"REGENERATION","Limerick","8-10 Gaol Lane",3,"*N/A","","","","","","Q4-2016"
852,"REGENERATION","Limerick","1 3 Weston Gardens",3,"*N/A","","","","","","Q2-2016"
853,"REGENERATION","Limerick","2016 Moyross Rebuild",6,"*N/A","","","","","","Q4-2016"
854,"REGENERATION","Limerick","2016 Southhill Rebuild",8,"*N/A","","","","","","Q4-2016"
855,"REGENERATION","Limerick","2016 St. Mary's Park Rebuild",9,"*N/A","","","","","","Q4-2016"
856,"REGENERATION","Limerick","BCW Vacant Refurbs, Lot 1 & 2**",14,"*N/A","","","","","","Q4-2016"
857,"REGENERATION","Limerick","St. Mary's Park Infills (Phase 1)",15,"*N/A","","","","","","Q4-2018"
858,"REGENERATION","Limerick","Cliona Park (Phase 3)",18,"T�ath Housing Association Ltd","","Stage 2 approved Q3-2016, full design/tender being prepared.","","","",""
859,"REGENERATION","Limerick","Carew Park",37,"*N/A","Stage 1 approved Q1-2015, outline design and costs being prepared.","","","","",""
860,"REGENERATION","Limerick","45A-46A Cliona Park",2,"*N/A","","Stage 2 approved Q1-2016, full design/tender being prepared.","","","",""
861,"REGENERATION","Limerick","Dalgaish Park",27,"*N/A","Stage 1 approved Q2-2015, outline design and costs being prepared.","","","","",""
862,"REGENERATION","Limerick","Markievicz Drive",13,"*N/A","Stage 1 approved Q1-2015, outline design and costs being prepared.","","","","",""
863,"REGENERATION","Limerick","2017 St Mary's Park Rebuild",1,"*N/A","","","","","","Q4-2017"
864,"REGENERATION","Limerick","2017 Ballinacurra Weston Rebuild",1,"*N/A","","","","","","Q4-2017"
865,"REGENERATION","Limerick","2017 Southill Rebuilds",13,"*N/A","","","","","","Q4-2017"
866,"REGENERATION","Limerick","2017 Moyross Rebuild",1,"*N/A","","","","","","Q4-2017"
867,"REGENERATION","Limerick","Churchfield (Phase 1.1)",23,"*N/A","","","","","","Q2-2018"
868,"REGENERATION","Limerick","St. Mary's Park Infills (Phase 2)",4,"*N/A","","","","","","Q1-2019"
869,"SHIP CONSTRUCTION","Limerick","Patrick�s Villas, Castleconnell",4,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
870,"SHIP CONSTRUCTION","Limerick","Ballysimon, Greenhill Road ",14,"*N/A","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
871,"SHIP CONSTRUCTION","Limerick","Gough Place, Rosbrien Road, Limerick",17,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
872,"SHIP CONSTRUCTION","Limerick","1-12 Burke Avenue, Limerick City",12,"*N/A","","","","","Q1-2019",""
873,"SHIP CONSTRUCTION","Limerick","Chas Flats, Limerick City",3,"*N/A","","","","","Q2-2019",""
874,"SHIP CONSTRUCTION","Limerick","Joseph Street, Limerick City",2,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
875,"SHIP CONSTRUCTION","Limerick","Wallers Well, Limerick City (Phase 2)",13,"*N/A","","","","","Q2-2019",""
876,"SHIP CONSTRUCTION","Limerick","Clonmacken, Limerick City",43,"*N/A","","Stage 2 approved Q4-2017, full design/tender being prepared.","","","",""
877,"SHIP CONSTRUCTION","Limerick","Deerpark, Adare",30,"*N/A","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
878,"SHIP CONSTRUCTION","Limerick","Glenview Drive, Hospital",20,"*N/A","","","Stage 3 approved Q3-2018, the scheme is now approved to proceed to tender.","","",""
879,"SHIP CONSTRUCTION","Limerick","Clare Street, Limerick City",7,"*N/A","","Stage 2 approved Q3-2017, full design/tender being prepared.","","","",""
880,"SHIP CONSTRUCTION","Limerick","Hasset Villas, Thomondgate",3,"*N/A","","","","","","Q4-2018"
881,"SHIP CONSTRUCTION","Limerick","Kilmurry Court, Garryowen",7,"*N/A","","","","","Q3-2018",""
882,"SHIP CONSTRUCTION","Limerick","Rathbane Road, Limerick City",2,"*N/A","","","","","","Q1-2019"
883,"SHIP CONSTRUCTION","Limerick","Sycamore Avenue, Limerick City",5,"*N/A","","","","","Q3-2018",""
884,"SHIP CONSTRUCTION","Limerick","Lower Carey's Road, Limerick City",11,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
885,"SHIP CONSTRUCTION","Limerick","Kileely Road, Moyross",5,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
886,"SHIP CONSTRUCTION","Limerick","Clare Street, Limerick City",2,"*N/A","","","","","","Q4-2017"
887,"SHIP CONSTRUCTION","Limerick","Mountpelier",12,"*N/A","","Stage 2 approved Q4-2018, full design/tender being prepared.","","","",""
888,"SHIP CONSTRUCTION","Limerick","Knocklong",12,"*N/A","Stage 1 approved Q4-2017, outline design and costs being prepared.","","","","",""
889,"SHIP CONSTRUCTION","Limerick","Convent Street, King's Island",2,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
890,"SHIP CONSTRUCTION","Limerick","Colbert Terrace, Abbeyfeale",3,"*N/A","","Stage 2 approved Q4-2018, full design/tender being prepared.","","","",""
891,"SHIP CONSTRUCTION","Limerick","Towerfield Crescent, Croom",3,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
892,"SHIP CONSTRUCTION","Limerick","Ballygrennan Road, Limerick City",2,"*N/A","","","","","","Q4-2017"
893,"SHIP CONSTRUCTION RAPID","Limerick","Faha View, Patrickswell",16,"*N/A","","","","","Q4-2018",""
894,"SHIP CONSTRUCTION RAPID","Limerick","Old Christians Site, Rathbane",43,"*N/A","","","Stage 3 approved Q3-2018, the scheme is now approved to proceed to tender.","","",""
895,"SHIP CONSTRUCTION RAPID","Limerick","Barnakyle, Patrickswell ",24,"*N/A","","","","","Q2-2019",""
896,"SHIP CONSTRUCTION TURNKEY","Limerick","Woodlawn Park, Ballysimon Road, Limerick",10,"*N/A","","","","","Q1-2019",""
897,"CALF Turnkey","Limerick","Ballygrennan Close, Moyross, Limerick  (Phase 1)",2,"Respond","","","","","","Q4-2018"
898,"CALF Turnkey","Limerick","Ballygrennan Close, Moyross, Limerick  (Phase 2)",2,"Respond","","","","","","Q4-2018"
899,"CALF Turnkey","Limerick","Ballygrennan Close, Moyross, Limerick  (Phase 3)",2,"Respond","","","","","","Q4-2018"
900,"CALF Turnkey","Limerick","Cluain Ard, Fedamore, Co Limerick  (Phase 1)",2,"Co-operative Housing Ireland","","","","","","Q1-2018"
901,"CALF Turnkey","Limerick","Cluain Ard, Fedamore, Co Limerick  (Phase 2)",2,"Co-operative Housing Ireland","","","","","","Q3-2018"
902,"CALF Turnkey","Limerick","Drominbeg, Rhebogue, Limerick (Phase 1)",10,"Co-operative Housing Ireland","","","","Q2-2019","",""
903,"CALF Turnkey","Limerick","Drominbeg, Rhebogue, Limerick (Phase 2)",10,"Co-operative Housing Ireland","","","","Q2-2019","",""
904,"CALF Construction","Limerick","Hyde Road, Limerick City (Phase 1)",20,"Cluid Housing","","","","","","Q1-2018"
905,"CALF Turnkey","Limerick","Revised - Ard Aulin, Mungret, Co Limerick (Phase 1)",7,"Cluid Housing","","","","","","Q2-2017"
906,"SHIP CONSTRUCTION","Longford","Rathcline Road, Lanesborough",4,"*N/A","","","","","Q3-2018",""
907,"SHIP CONSTRUCTION","Longford","Edgeworthstown Road, Ballymahon",4,"*N/A","","","","","","Q1-2018"
908,"SHIP CONSTRUCTION","Longford","Daroge, Ballymahon",1,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
909,"SHIP CONSTRUCTION","Longford","'Rose Cottage', Ballinalee",6,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
910,"SHIP CONSTRUCTION","Longford","St.Rita's, Park Road, Longford",8,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
911,"SHIP CONSTRUCTION","Longford","Fairgreen View, Longford Town",1,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
912,"SHIP CONSTRUCTION","Longford","Cranleymore, Abbeylara",3,"*N/A","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
913,"SHIP CONSTRUCTION","Longford","Cloonahard",1,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
914,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish (Phase 1)",14,"*N/A","","","","","","Q4-2017"
915,"SHIP CONSTRUCTION TURNKEY","Longford","Knock, Lanesborough (Phase 1)",4,"*N/A","","","","","","Q3-2018"
916,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish (Phase 2)",2,"*N/A","","","","","","Q1-2018"
917,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck (Phase 1)",7,"*N/A","","","","","","Q4-2018"
918,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck (Phase 2)",8,"*N/A","","","","","Q3-2018",""
919,"SHIP CONSTRUCTION TURNKEY","Longford","Ballinamuck (Phase 3)",2,"*N/A","","","","Stage 4 approved Q3-2018, the scheme is fully approved.","",""
920,"SHIP CONSTRUCTION TURNKEY","Longford","Rock View, Cloondara",5,"*N/A","","","","","","Q4-2018"
921,"SHIP CONSTRUCTION TURNKEY","Longford","Greville Court, Granard",14,"*N/A","","","","","Q3-2018",""
922,"SHIP CONSTRUCTION TURNKEY","Longford","Knock, Lanesborough (Phase 2)",29,"*N/A","","","","","","Q4-2018"
923,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",4,"*N/A","","","","","Q1-2019",""
924,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard (Phase 1)",4,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
925,"SHIP CONSTRUCTION TURNKEY","Longford","Church Street, Edgeworthstown",5,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
926,"SHIP CONSTRUCTION TURNKEY","Longford","Smithfield, Legan, Co-Longford",18,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
927,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish",4,"*N/A","","","","","Q2-2019",""
928,"SHIP CONSTRUCTION TURNKEY","Longford","Mill Race Park, Drumlish, Co-Longford",4,"*N/A","","","","","","Q2-2019"
929,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard (Phase 3)",14,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
930,"SHIP CONSTRUCTION TURNKEY","Longford","Carragh, Granard (Phase 2)",4,"*N/A","","","","","","Q2-2019"
931,"SHIP CONSTRUCTION TURNKEY","Longford","12 Units @Mill Race Park ,Drumlish, Co-Longford",4,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
932,"CALF Turnkey","Longford","Cartrun Breac, Lisbrack Rd, Longford (Phase 1)",7,"Cluid Housing","","","","","","Q1-2017"
933,"CALF Construction","Longford","Colmcille Terrace, Granard, Co. Longford. (Phase 1)",21,"T�ath Housing Association Ltd","","","","Q2-2018","",""
934,"CAS CONSTRUCTION","Louth","5 Slieveroe Cresent, Dundalk",1,"Cluid Housing Association","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
935,"CAS CONSTRUCTION","Louth","Castletowncooley, Riverstown, Dundalk",1,"T�ath Housing Association Ltd","","Stage 2 approved Q4-2017, full design/tender being prepared.","","","",""
936,"CAS CONSTRUCTION","Louth","Barrack Street, Dundalk",21,"Simon Community : Dundalk Simon","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
937,"CAS CONSTRUCTION","Louth","Saltown, Dundalk",7,"North ? East Housing Association Ltd","","","Stage 3 approved Q3-2018, the scheme is now approved to proceed to tender.","","",""
938,"CAS CONSTRUCTION","Louth","McArdle Green (Moneymore), Drogheda",1,"North ? East Housing Association Ltd","","","","","","Q4-2018"
939,"CAS CONSTRUCTION","Louth","Tierney Street, Ardee",7,"Oaklee Housing Trust","","","Stage 3 approved Q1-2018, the scheme is now approved to proceed to tender.","","",""
940,"CAS CONSTRUCTION","Louth","Tredagh View, Drogheda",1,"Respond","","","","","","Q1-2017"
941,"CAS CONSTRUCTION","Louth","36 Strand Hill, Clogherhead",4,"St. John of God Housing Association Ltd","Stage 1 approved Q2-2017, outline design and costs being prepared.","","","","",""
942,"CAS CONSTRUCTION","Louth","Coulter Park, Dundalk",7,"T�ath Housing Association Ltd","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
943,"CAS CONSTRUCTION","Louth","Four Winds, Mullacapple, Collon",1,"St. John of God Housing Association Ltd","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
944,"CAS CONSTRUCTION","Louth","St. John's Home, Peter's Hill, Drogheda",4,"North ? East Housing Association Ltd","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
945,"CAS CONSTRUCTION","Louth","Riverwell Close, Dundalk",1,"Respond","","Stage 2 approved Q2-2019, full design/tender being prepared.","","","",""
946,"CAS CONSTRUCTION","Louth","Carntown, Ballymackenny, Drogheda",1,"St. John of God Housing Association Ltd","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
947,"REGENERATION","Louth","Cox's Demesne Phase 2a",14,"*N/A","","","","","","Q4-2016"
948,"REGENERATION","Louth","Cox's Demesne Phase 2b",22,"*N/A","","","Stage 3 approved Q2-2019, the scheme is now approved to proceed to tender.","","",""
949,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 1",4,"*N/A","","","","","","Q1-2018"
950,"SHIP CONSTRUCTION","Louth","CPO Bundle 1 - Phase 1",7,"*N/A","","","","","","Q4-2016"
951,"SHIP CONSTRUCTION","Louth","CPO Bundle 1 - Phase 2",5,"*N/A","","","","","","Q2-2017"
952,"SHIP CONSTRUCTION","Louth","CPO Bundle 1 - Phase 3",3,"*N/A","","","","","","Q3-2017"
953,"SHIP CONSTRUCTION","Louth","Woodlands, Dunleer",4,"*N/A","","","","","","Q4-2016"
954,"SHIP CONSTRUCTION","Louth","Boice Court, Drogheda (Phase 2 - 4)",69,"*N/A","","Stage 2 approved Q3-2017, full design/tender being prepared.","","","",""
955,"SHIP CONSTRUCTION","Louth","Father Finn Park (Phase 2)",17,"*N/A","","","Stage 3 approved Q2-2019, the scheme is now approved to proceed to tender.","","",""
956,"SHIP CONSTRUCTION","Louth","CPO Bundle 1 - Phase 4",7,"*N/A","","","","","","Q4-2017"
957,"SHIP CONSTRUCTION","Louth","Mount Avenue, Dundalk",93,"*N/A","Stage 1 approved Q4-2017, outline design and costs being prepared.","","","","",""
958,"SHIP CONSTRUCTION","Louth","CPO Bundle 1 - Phase 5",1,"*N/A","","","","","","Q3-2018"
959,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 2",1,"*N/A","","","","","","Q3-2018"
960,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 5",5,"*N/A","","","","","Q3-2017",""
961,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 1",2,"*N/A","","","","","","Q2-2017"
962,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 2",1,"*N/A","","","","","","Q3-2017"
963,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 3",4,"*N/A","","","","","","Q4-2017"
964,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 7",2,"*N/A","","","","","","Q1-2019"
965,"SHIP CONSTRUCTION","Louth","CPO Bundle 4 - Phase 1",1,"*N/A","","","","","","Q3-2018"
966,"SHIP CONSTRUCTION","Louth","CPO Bundle 1 - Phase 6",1,"*N/A","","","","Stage 4 approved Q1-2016, the scheme is fully approved.","",""
967,"SHIP CONSTRUCTION","Louth","CPO Bundle 4 - Phase 3",5,"*N/A","","","","","","Q1-2019"
968,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 4",1,"*N/A","","","","","","Q2-2018"
969,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 5",4,"*N/A","","","","","","Q3-2018"
970,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 3",1,"*N/A","","","","","","Q1-2019"
971,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 4",1,"*N/A","","","","","","Q4-2018"
972,"SHIP CONSTRUCTION","Louth","CPO Bundle 4 - Phase 2",4,"*N/A","","","","","","Q4-2018"
973,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 6",5,"*N/A","","","","","","Q4-2018"
974,"SHIP CONSTRUCTION","Louth","CPO Bundle 4 - Phase 4",1,"*N/A","","","","","","Q4-2018"
975,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 8",2,"*N/A","","","","","","Q2-2019"
976,"SHIP CONSTRUCTION","Louth","CPO Bundle 5 - Phase 2",2,"*N/A","","","","","","Q2-2019"
977,"SHIP CONSTRUCTION","Louth","CPO Bundle 5 - Phase 1",1,"*N/A","","","","","","Q1-2019"
978,"SHIP CONSTRUCTION","Louth","CPO Bundle 5 - Phase 3",16,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
979,"SHIP CONSTRUCTION","Louth","55/57 Bothar Brugha, Drogheda",3,"*N/A","","","","","","Q4-2017"
980,"SHIP CONSTRUCTION TURNKEY","Louth","1-5 Brabazon Hall, Termonfeckin, Drogheda",5,"*N/A","","","","","Q4-2018",""
981,"CALF Turnkey","Louth","2 units An Rian, Termonfeckin Rd., Drogheda, Co. Louth (Phase 1)",2,"North & East Housing Association Ltd","","","","","","Q2-2019"
982,"CALF Turnkey","Louth","Aston Village, Drogheda (Phase 1)*",8,"Respond","","","","","","Q3-2018"
983,"CALF Construction","Louth","Bishops Court, Dundalk, Co Louth  (Phase 1)",2,"T�ath Housing Association Ltd","","","","","Q4-2018",""
984,"CALF Turnkey","Louth","Castle Court, Castlebellingham, Louth (Phase 1)",4,"Cluid Housing","","","","","","Q1-2017"
985,"CALF Turnkey","Louth","Castle Court, Castlebellingham, Louth (Phase 2)",10,"Cluid Housing","","","","","","Q1-2017"
986,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 1)",9,"T�ath Housing Association Ltd","","","","","","Q1-2018"
987,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 2)*",20,"T�ath Housing Association Ltd","","","","","","Q1-2018"
988,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 3)",8,"T�ath Housing Association Ltd","","","","","","Q3-2018"
989,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 4)",15,"T�ath Housing Association Ltd","","","","","","Q3-2018"
990,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 5)",6,"T�ath Housing Association Ltd","","","","","","Q4-2018"
991,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 6)*",22,"T�ath Housing Association Ltd","","","","","","Q4-2018"
992,"CALF Turnkey","Louth","Castleguard, Ardee, Co. Louth (Phase 7)",22,"T�ath Housing Association Ltd","","","","","","Q2-2019"
993,"CALF Turnkey","Louth","Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 1)*",13,"T�ath Housing Association Ltd","","","","","","Q4-2018"
994,"CALF Turnkey","Louth","Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 2)",8,"T�ath Housing Association Ltd","","","","","","Q1-2019"
995,"CALF Turnkey","Louth","Cois Cuain, Upper Point Road, Dundalk, Co. Louth (Phase 3)",7,"T�ath Housing Association Ltd","","","","","","Q2-2019"
996,"CALF Turnkey","Louth","Coulter Place Armagh Road (Phase 1)",10,"Cluid Housing","","","","","","Q1-2017"
997,"CALF Turnkey","Louth","Coulter Place Armagh Road (Phase 2)",12,"Cluid Housing","","","","","","Q3-2017"
998,"CALF Turnkey","Louth","Dublin Road, Dundalk, Co. Louth (Phase 1)*",14,"Respond","","","","","","Q1-2019"
999,"CALF Turnkey","Louth","Dublin Road, Dundalk, Co. Louth (Phase 2)*",17,"Respond","","","","","Q3-2017",""
1000,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 1)*",11,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1001,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 2)*",14,"T�ath Housing Association Ltd","","","","","","Q2-2019"
1002,"CALF Turnkey","Louth","Dundoogan, Haynestown, Dundalk, Co. Louth (Phase 3)*",15,"T�ath Housing Association Ltd","","","","","","Q2-2019"
