"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report of Final Turnkey/CALF approval","On site","Completed"
708,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 5",4,"*N/A","","","","","","Q3-2018"
709,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 3",1,"*N/A","","","","","","Q1-2019"
710,"SHIP CONSTRUCTION","Louth","CPO Bundle 2 - Phase 4",1,"*N/A","","","","","","Q4-2018"
711,"SHIP CONSTRUCTION","Louth","CPO Bundle 4 - Phase 2",4,"*N/A","","","","","","Q4-2018"
712,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 6",5,"*N/A","","","","","","Q4-2018"
713,"SHIP CONSTRUCTION","Louth","CPO Bundle 4 - Phase 4",1,"*N/A","","","","","","Q4-2018"
714,"SHIP CONSTRUCTION","Louth","CPO Bundle 3 - Phase 8",2,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
715,"SHIP CONSTRUCTION","Mayo","Knocknageeha, Newport",1,"*N/A","","","","","Q2-2018",""
716,"SHIP CONSTRUCTION","Mayo","Kilkelly Road, Knock (Phase 3)",4,"*N/A","","","","","","Q3-2018"
717,"SHIP CONSTRUCTION","Mayo","Kilmeena (Phase 2)",4,"*N/A","","","","","","Q3-2018"
718,"SHIP CONSTRUCTION","Mayo","Knockmore, Ballina",8,"*N/A","","","","","","Q1-2019"
719,"SHIP CONSTRUCTION","Mayo","Radharc an tSaillin, Binghamstown, Belmullet (Phase 2)",4,"*N/A","","","","","Q3-2018",""
720,"SHIP CONSTRUCTION","Mayo","Sliabh Rua, Foxford (Phase 3)",10,"*N/A","","","","","Q4-2018",""
721,"SHIP CONSTRUCTION","Mayo","Woodlands, Balla (Phase 3)",4,"*N/A","","","","","Q4-2018",""
722,"SHIP CONSTRUCTION","Mayo","Slinaunroe, Clogher (SRD)",1,"*N/A","","","","","","Q2-2017"
723,"SHIP CONSTRUCTION","Mayo","Abbeyquarter, Ballyhaunis",18,"*N/A","","","","","Q1-2019",""
724,"SHIP CONSTRUCTION","Mayo","Tonragee West, Achill (Phase 2)",5,"*N/A","","","","","Q1-2019",""
725,"SHIP CONSTRUCTION","Mayo","Sli na Roba, Friarsquarter, Ballinrobe",16,"*N/A","","","","","Q4-2018",""
726,"SHIP CONSTRUCTION","Mayo","Marian Crescent, Ballina",4,"*N/A","","","","","","Q2-2018"
727,"SHIP CONSTRUCTION","Mayo","Tubberhill, Westport (Phase 3)",21,"*N/A","","","","","","Q1-2018"
728,"SHIP CONSTRUCTION","Mayo","St. Patrick's Terrace, Westport",1,"*N/A","","","","","","Q3-2017"
729,"SHIP CONSTRUCTION","Mayo","Parke, Castlebar",8,"*N/A","","","","","Q4-2018",""
730,"SHIP CONSTRUCTION","Mayo","Killavally",10,"*N/A","","","","","Q4-2018",""
731,"SHIP CONSTRUCTION","Mayo","Kilkelly Road, Swinford",27,"*N/A","","","","","Q1-2019",""
732,"SHIP CONSTRUCTION","Mayo","Barhauve, Rossport (SRD)",1,"*N/A","","","","","","Q2-2018"
733,"SHIP CONSTRUCTION","Mayo","Glaggaun, Ballycroy (SRD)",1,"*N/A","","","","","","Q4-2017"
734,"SHIP CONSTRUCTION","Mayo","Glengad, Pollatomish (SRD)",1,"*N/A","","","","","","Q2-2018"
735,"SHIP CONSTRUCTION","Mayo","Gorthbrack, Inver (SRD)",1,"*N/A","","","","","","Q1-2018"
736,"SHIP CONSTRUCTION","Mayo","Cross, Co-Mayo",15,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
737,"SHIP CONSTRUCTION","Mayo","Bonniconlon",5,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
738,"SHIP CONSTRUCTION","Mayo","Cloonkeadagh Road, Kiltimagh, Co-Mayo",23,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
739,"SHIP CONSTRUCTION","Mayo","50 Units @ Rehins Fort, Ballina, Co-Mayo",50,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
740,"SHIP CONSTRUCTION","Meath","Bettystown (Phase 2)",15,"*N/A","","","","","Q1-2019",""
741,"SHIP CONSTRUCTION","Meath","St. Oliver's, Ratoath",17,"*N/A","","","","","Q1-2018",""
742,"SHIP CONSTRUCTION","Meath","Riverside, Kells",40,"*N/A","","","","","Q4-2018",""
743,"SHIP CONSTRUCTION","Meath","Cherry Court, Summerhill",19,"*N/A","","","","","","Q1-2019"
744,"SHIP CONSTRUCTION","Meath","Connaught Grove, Athboy",32,"*N/A","","","","","","Q2-2018"
745,"SHIP CONSTRUCTION","Meath","Nobber",19,"*N/A","","","","Stage 4 approved Q4-2018, the scheme is fully approved.","",""
746,"SHIP CONSTRUCTION","Meath","Carlanstown",13,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
747,"SHIP CONSTRUCTION","Meath","Donore",21,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
748,"SHIP CONSTRUCTION","Meath","Dunshaughlin",26,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
749,"SHIP CONSTRUCTION","Meath","Bettystown (Phase 1)",16,"*N/A","","","","","","Q3-2017"
750,"SHIP CONSTRUCTION","Meath","Farganstown",42,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
751,"SHIP CONSTRUCTION","Meath","Blackhill Crescent, Donacarney",2,"*N/A","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
752,"SHIP CONSTRUCTION","Meath","Archdeaconary Glebe, Kells",20,"*N/A","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
753,"SHIP CONSTRUCTION","Meath","Nangle Court, Navan",6,"*N/A","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
754,"SHIP CONSTRUCTION","Meath","Castle Street, Ashbourne",55,"*N/A","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
755,"SHIP CONSTRUCTION","Meath","Church View, Rathmolyon",9,"*N/A","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
756,"SHIP CONSTRUCTION","Monaghan","Bree, Castleblayney",8,"*N/A","","","","","Q3-2018",""
757,"SHIP CONSTRUCTION","Monaghan","Latlorcan, Monaghan Town",43,"*N/A","","","","","Q3-2018",""
758,"SHIP CONSTRUCTION","Monaghan","Davy's & Adjacent Porperty, Fermanagh St., Clones",3,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
759,"SHIP CONSTRUCTION","Monaghan","Boyle Sports Site, Fermanagh St., Clones",3,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
760,"SHIP CONSTRUCTION","Monaghan","82 & 83 Fermanagh St., Clones",3,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
761,"SHIP CONSTRUCTION","Monaghan","An Bonnan Bui & Flower Shop, Fermanagh St., Clones",6,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
762,"SHIP CONSTRUCTION","Monaghan","2a & 3 Analore St., Clones",2,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
763,"SHIP CONSTRUCTION","Monaghan","Abbey Gatehouse, Analore St., Clones",4,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
764,"SHIP CONSTRUCTION","Monaghan","Bothar na Mullen, Scotstown",32,"*N/A","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
765,"SHIP CONSTRUCTION","Monaghan","Latlorcan, Monaghan",16,"*N/A","","","","","","Q4-2018"
766,"SHIP CONSTRUCTION","Offaly","Chancery Lane, Tullamore",14,"*N/A","","","","","Q3-2018",""
767,"SHIP CONSTRUCTION","Offaly","Circular Road, Daingean",7,"*N/A","Stage 1 approved Q2-2017, outline design and costs being prepared.","","","","",""
768,"SHIP CONSTRUCTION","Offaly","Kylebeg, Banagher (Phase 2)",18,"*N/A","Stage 1 approved Q3-2017, outline design and costs being prepared.","","","","",""
769,"SHIP CONSTRUCTION","Offaly","Blundell Wood, Edenderry",33,"*N/A","","","","","Q4-2017",""
770,"SHIP CONSTRUCTION","Roscommon","Cloonfad",3,"*N/A","","Stage 2 approved Q4-2018, full design/tender being prepared.","","","",""
771,"SHIP CONSTRUCTION","Roscommon","Greenfields, Blackstick Road, Roscommon Town",6,"*N/A","","","","","","Q3-2017"
772,"SHIP CONSTRUCTION","Roscommon","River Oaks, Ballaghaderreen",10,"*N/A","","","","","","Q4-2017"
773,"SHIP CONSTRUCTION","Roscommon","Silveroe Meadows, Boyle",12,"*N/A","Stage 1 approved Q2-2017, outline design and costs being prepared.","","","","",""
774,"SHIP CONSTRUCTION","Roscommon","Cluain Fraoigh, Cloonbeirne",7,"*N/A","","Stage 2 approved Q4-2018, full design/tender being prepared.","","","",""
775,"SHIP CONSTRUCTION","Roscommon","Monksland, Athlone",2,"*N/A","","Stage 2 approved Q1-2019, full design/tender being prepared.","","","",""
776,"SHIP CONSTRUCTION","Roscommon","Longford TD, Castlerea",6,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
777,"SHIP CONSTRUCTION","Roscommon","Monksland, Athlone, Co-Roscommon",50,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
778,"SHIP CONSTRUCTION","Roscommon","Meadowbrook, Ballyclare Td., ballyleague, Co. Roscommon",18,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
779,"SHIP CONSTRUCTION","Roscommon","Lisroyne Td., Strokestown",8,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
780,"SHIP CONSTRUCTION","Sligo","Collooney",15,"*N/A","","","","","Q4-2018",""
781,"SHIP CONSTRUCTION","Sligo","Knappagh Road",28,"*N/A","","","","","Q4-2018",""
782,"SHIP CONSTRUCTION","Sligo","Caltragh, Culleens",1,"*N/A","","","","","","Q4-2018"
783,"SHIP CONSTRUCTION","Sligo","Fr. Flanagan Terrace (2)",14,"*N/A","","","","","","Q3-2018"
784,"SHIP CONSTRUCTION","Sligo","Daghloonagh, Keash - SRD",1,"*N/A","","","","","","Q4-2016"
785,"SHIP CONSTRUCTION","Sligo","Rosses Point",14,"*N/A","","","","","Q4-2018",""
786,"SHIP CONSTRUCTION","Sligo","Fr. Flanagan Terrace (1)",8,"*N/A","","","","","","Q4-2017"
787,"SHIP CONSTRUCTION","Sligo","Connolly Park, Tubbercurry",10,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
788,"SHIP CONSTRUCTION","Sligo","Dromore West",10,"*N/A","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
789,"SHIP CONSTRUCTION","Sligo","Robbers' Lane, Maugheraboy, Sligo",62,"*N/A","Stage 1 approved Q4-2018, outline design and costs being prepared.","","","","",""
790,"SHIP CONSTRUCTION","Sligo","House at Ballinode",1,"*N/A","","","","","","Q4-2018"
791,"SHIP CONSTRUCTION","South Dublin","Killinarden, Tallaght (Phase 1)",17,"*N/A","","","","","","Q4-2018"
792,"SHIP CONSTRUCTION","South Dublin","Letts Field, Neilstown, Clondalkin",37,"*N/A","","","","","","Q4-2018"
793,"SHIP CONSTRUCTION","South Dublin","Owendoher, Ballyboden,  Rathfarnham",40,"*N/A","","","","","","Q1-2019"
794,"SHIP CONSTRUCTION","South Dublin","Dromcarra, Tallaght",14,"*N/A","","","","","","Q4-2018"
795,"SHIP CONSTRUCTION","South Dublin","Fortunestown (MacUilliam)",28,"*N/A","","","","","","Q4-2018"
796,"SHIP CONSTRUCTION","South Dublin","Mayfield Estate, Clondalkin",17,"*N/A","","","","","","Q2-2018"
797,"SHIP CONSTRUCTION","South Dublin","St Marks Green, Clondalkin",11,"*N/A","","","","","","Q3-2018"
798,"SHIP CONSTRUCTION","South Dublin","St Finians",2,"*N/A","","","","","","Q3-2016"
799,"SHIP CONSTRUCTION","South Dublin","Suncroft, Tallaght",10,"*N/A","","","","","","Q4-2016"
800,"SHIP CONSTRUCTION","South Dublin","Belgard Road",3,"*N/A","","","","","","Q1-2016"
801,"SHIP CONSTRUCTION","South Dublin","St. Catherine�s, Knockmore Avenue, Killinarden, Tallaght",13,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
802,"SHIP CONSTRUCTION","South Dublin","Homeville, Knocklyon, Dublin 16",16,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
803,"SHIP CONSTRUCTION","South Dublin","Killinarden, Tallaght (Phase 2)",9,"*N/A","","","","","","Q1-2019"
804,"SHIP CONSTRUCTION","Tipperary","Ard na Greine, Clonmel",2,"*N/A","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
805,"SHIP CONSTRUCTION","Tipperary","Knockanrawley",28,"*N/A","","Stage 2 approved Q3-2017, full design/tender being prepared.","","","",""
806,"SHIP CONSTRUCTION","Tipperary","Mill Road, Thurles",28,"*N/A","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
807,"SHIP CONSTRUCTION","Tipperary","Mulkear View, Newport",11,"*N/A","","Stage 2 approved Q4-2017, full design/tender being prepared.","","","",""
808,"SHIP CONSTRUCTION","Tipperary","Treacy Park, Carrick on Suir",1,"*N/A","","","","","","Q3-2018"
809,"SHIP CONSTRUCTION","Tipperary","Templetouhy",10,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
810,"SHIP CONSTRUCTION","Tipperary","Borrisoleigh",12,"*N/A","Stage 1 approved Q1-2016, outline design and costs being prepared.","","","","",""
811,"SHIP CONSTRUCTION","Tipperary","Abbey Street, Cahir",10,"*N/A","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
812,"SHIP CONSTRUCTION","Tipperary","Borrisokane",17,"*N/A","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
813,"SHIP CONSTRUCTION","Tipperary","Portroe, Nenagh",14,"*N/A","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
814,"SHIP CONSTRUCTION","Tipperary","Cloughjordan",2,"*N/A","","Stage 2 approved Q1-2017, full design/tender being prepared.","","","",""
815,"SHIP CONSTRUCTION","Tipperary","Glenconnor Road, Clonmel",26,"*N/A","","","","","Q4-2018",""
816,"SHIP CONSTRUCTION","Tipperary","Gortataggart, Thurles",2,"*N/A","","","","","","Q4-2018"
817,"SHIP CONSTRUCTION","Tipperary","Kilcooly Way, Gortnahoe",5,"*N/A","","","","","Q1-2019",""
818,"SHIP CONSTRUCTION","Tipperary","Lacey Avenue, Templemore",3,"*N/A","","","","","","Q3-2016"
819,"SHIP CONSTRUCTION","Tipperary","Mitchel St., Thurles",1,"*N/A","","","Stage 3 approved Q2-2018, the scheme is now approved to proceed to tender.","","",""
820,"SHIP CONSTRUCTION","Tipperary","Borrisoleigh",1,"*N/A","","","","","","Q4-2016"
821,"SHIP CONSTRUCTION","Tipperary","Lower Ballingarry",1,"*N/A","","","","","","Q2-2016"
822,"SHIP CONSTRUCTION","Tipperary","Poulamaleen, Faugheen",1,"*N/A","","","","","","Q2-2016"
823,"SHIP CONSTRUCTION","Tipperary","Cormack Drive, Nenagh",12,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
824,"SHIP CONSTRUCTION","Tipperary","Lacey Avenue, Templemore",1,"*N/A","","","","","","Q3-2017"
825,"SHIP CONSTRUCTION","Tipperary","Borrisoleigh",1,"*N/A","","","","","","Q4-2018"
826,"SHIP CONSTRUCTION","Tipperary","Bansha",14,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
827,"SHIP CONSTRUCTION","Tipperary","Twomileborris, Thurles",21,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
828,"SHIP CONSTRUCTION","Tipperary","Donohill, ",4,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
829,"SHIP CONSTRUCTION","Tipperary","Mullinahone",10,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
830,"SHIP CONSTRUCTION","Tipperary","Ballyclerahan",14,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
831,"SHIP CONSTRUCTION","Tipperary","Ard Alainn, Moyne",7,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
832,"SHIP CONSTRUCTION","Waterford","An Garran, Crobally Upper, Tramore",50,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
833,"SHIP CONSTRUCTION","Waterford","Alms Houses, Tallow",4,"*N/A","","","","","","Q4-2018"
834,"SHIP CONSTRUCTION","Waterford","Ardmore Park/Priory Lawn, Waterford City",5,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
835,"SHIP CONSTRUCTION","Waterford","Ballinroad, Dungarvan",21,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
836,"SHIP CONSTRUCTION","Waterford","Barrack Street, Cappoquin",4,"*N/A","","","","","","Q4-2017"
837,"SHIP CONSTRUCTION","Waterford","Coolfin Woods, Portlaw",12,"*N/A","","","","Stage 4 approved Q1-2018, the scheme is fully approved.","",""
838,"SHIP CONSTRUCTION","Waterford","Larchville, Waterford City",5,"*N/A","","","Stage 3 approved Q2-2018, the scheme is now approved to proceed to tender.","","",""
839,"SHIP CONSTRUCTION","Waterford","Patrick Street, Tramore",2,"*N/A","","","","","","Q3-2018"
840,"SHIP CONSTRUCTION","Waterford","Doyle Street, Waterford City",4,"*N/A","Stage 1 approved Q1-2014, outline design and costs being prepared.","","","","",""
841,"SHIP CONSTRUCTION","Waterford","Old Cinema Site, Dungarvan",15,"*N/A","","","","","","Q4-2016"
842,"SHIP CONSTRUCTION","Waterford","The Glen, Bridge St, Waterford",11,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
843,"SHIP CONSTRUCTION","Waterford","Clarendon Court, Penrose Lane, Waterford",24,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
844,"SHIP CONSTRUCTION","Waterford","Summerland Square, Waterford",12,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
845,"SHIP CONSTRUCTION","Waterford","Rough Sleeper Emerg Accom, Bath St, Waterford City",4,"*N/A","","","","","Q1-2019",""
846,"SHIP CONSTRUCTION","Westmeath","Bun Daire, Kinnegad (Phase 3)",12,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
847,"SHIP CONSTRUCTION","Westmeath","St. Laurence's Terrace, Mullingar",9,"*N/A","","","","","","Q4-2018"
848,"SHIP CONSTRUCTION","Westmeath","16 Ennell Court",1,"*N/A","","","","","","Q1-2018"
849,"SHIP CONSTRUCTION","Westmeath","Clonbrusk, Arcadia, Athlone  Phase 1",33,"*N/A","","","","","Q2-2018",""
850,"SHIP CONSTRUCTION","Westmeath","Ennell Court (Phase 2)",3,"*N/A","","","","","","Q2-2016"
851,"SHIP CONSTRUCTION","Westmeath","Grange Crescent, Mullingar",2,"*N/A","","","","","","Q1-2016"
852,"SHIP CONSTRUCTION","Westmeath","Ennell Court (Phase 3)",31,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
853,"SHIP CONSTRUCTION","Westmeath","Cloghanboy, Athlone",10,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
854,"SHIP CONSTRUCTION","Westmeath","Bishopsgate, Mullingar",4,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
855,"SHIP CONSTRUCTION","Westmeath","St. Brigid's Green, Mullingar",14,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
856,"SHIP CONSTRUCTION","Westmeath","Clonbrusk, Arcadia, Athlone Phase 2",18,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
857,"SHIP CONSTRUCTION","Westmeath","Canal Avenue, Mullingar",23,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
858,"SHIP CONSTRUCTION","Wexford","SN Castlemoyle, New Ross",1,"*N/A","","","","Stage 4 approved Q4-2018, the scheme is fully approved.","",""
859,"SHIP CONSTRUCTION","Wexford","Cloghultagh, Taghmon",18,"*N/A","","","Stage 3 approved Q2-2018, the scheme is now approved to proceed to tender.","","",""
860,"SHIP CONSTRUCTION","Wexford","Coolcotts, Clonard",7,"*N/A","","","","Stage 4 approved Q3-2018, the scheme is fully approved.","",""
861,"SHIP CONSTRUCTION","Wexford","Creagh, Gorey",10,"*N/A","","","","","","Q1-2019"
862,"SHIP CONSTRUCTION","Wexford","Danescastle",10,"*N/A","","","","","","Q1-2019"
863,"SHIP CONSTRUCTION","Wexford","Slippery Green, Wexford",10,"*N/A","","","","","Q2-2018",""
864,"SHIP CONSTRUCTION","Wexford","Whiterock Hill, Wexford",45,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
865,"SHIP CONSTRUCTION","Wexford","Cois Mara",2,"*N/A","","","","","","Q3-2018"
866,"SHIP CONSTRUCTION","Wexford","Killeens, Wexford",34,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
867,"SHIP CONSTRUCTION","Wexford","Oylegate",2,"*N/A","","","","","","Q2-2018"
868,"SHIP CONSTRUCTION","Wexford","Cherryorchard, Enniscorthy",8,"*N/A","","","","","","Q3-2018"
869,"SHIP CONSTRUCTION","Wexford","Ross Road, Enniscorthy",1,"*N/A","","","","","Q3-2018",""
870,"SHIP CONSTRUCTION","Wexford","Baile Eoghain, Gorey (Phase 1)",5,"*N/A","","","","","","Q4-2018"
871,"SHIP CONSTRUCTION","Wexford","Baile an Tr�, Riverchapel (Courtown Ardamine)",10,"*N/A","","","","","","Q2-2016"
872,"SHIP CONSTRUCTION","Wexford","Shanna Court, Coolcotts",8,"*N/A","","","","","","Q1-2016"
873,"SHIP CONSTRUCTION","Wexford","Francis Street, Wexford",1,"*N/A","","","","","","Q1-2017"
874,"SHIP CONSTRUCTION","Wexford","Commodore Barry",1,"*N/A","","","","","","Q2-2016"
875,"SHIP CONSTRUCTION","Wexford","Glentire, The Ballagh, Enniscorthy",6,"*N/A","","","Stage 3 approved Q3-2018, the scheme is now approved to proceed to tender.","","",""
876,"SHIP CONSTRUCTION","Wexford","Ballywish, Castlebridge",11,"*N/A","Stage 1 approved Q4-2017, outline design and costs being prepared.","","","","",""
877,"SHIP CONSTRUCTION","Wexford","Rosetown, Rosslare, Co Wexford",43,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
878,"SHIP CONSTRUCTION","Wexford","Carley's Bridge, Enniscorthy, Co Wexford",17,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
879,"SHIP CONSTRUCTION","Wexford","Creagh, Gorey",12,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
880,"SHIP CONSTRUCTION","Wexford","Rosbercon, New Ross",28,"*N/A","Stage 1 approved Q4-2018, outline design and costs being prepared.","","","","",""
881,"SHIP CONSTRUCTION","Wexford","Baile Eoghain, Gorey (Phase 2)",4,"*N/A","","","","","","Q4-2018"
882,"SHIP CONSTRUCTION","Wexford","Wexford Street, Gorey, Co. Wexford",20,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
883,"SHIP CONSTRUCTION","Wicklow","Emoclew Road, Arklow (Phase 3)",21,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
884,"SHIP CONSTRUCTION","Wicklow","Ard Na Mara, Kilcoole",2,"*N/A","","","Stage 3 approved Q2-2018, the scheme is now approved to proceed to tender.","","",""
885,"SHIP CONSTRUCTION","Wicklow","Druids Brook, Kilcoole",2,"*N/A","","","","","Q4-2018",""
886,"SHIP CONSTRUCTION","Wicklow","Emoclew Road, Arklow (Phase 1)",17,"*N/A","","","","","Q4-2017",""
887,"SHIP CONSTRUCTION","Wicklow","Emoclew Road, Arklow (Phase 2)",26,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
888,"SHIP CONSTRUCTION","Wicklow","FCA Hall, Wicklow Town",8,"*N/A","","","Stage 3 approved Q3-2018, the scheme is now approved to proceed to tender.","","",""
889,"SHIP CONSTRUCTION","Wicklow","Kilmantain Place, Bray",4,"*N/A","","","Stage 3 approved Q2-2018, the scheme is now approved to proceed to tender.","","",""
890,"SHIP CONSTRUCTION","Wicklow","O'Byrne Road, Bray",1,"*N/A","","","","","","Q4-2018"
891,"SHIP CONSTRUCTION","Wicklow","St Mary's Rd., Arklow (Old Library Site)",7,"*N/A","","","","","","Q4-2018"
892,"SHIP CONSTRUCTION","Wicklow","Sugarloaf View,Jameson Heights,  Kilmacanogue",20,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
893,"SHIP CONSTRUCTION","Wicklow","Avondale Heights, Rathdrum (Phase 2)",20,"*N/A","","","","","","Q4-2018"
894,"SHIP CONSTRUCTION","Wicklow","Kilbride Lane, Bray (Murphy's Lands)",42,"*N/A","","","","Stage 4 approved Q1-2018, the scheme is fully approved.","",""
895,"SHIP CONSTRUCTION","Wicklow","16A Oak Drive, Blessington",1,"*N/A","","","","","Q4-2018",""
896,"SHIP CONSTRUCTION","Wicklow","Carrig Eden,1 Marine Road, Greystones",30,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
897,"SHIP CONSTRUCTION","Wicklow","Farrankelly, Greystones (Phase 2)",24,"*N/A","","Stage 2 approved Q4-2017, full design/tender being prepared.","","","",""
898,"CAS CONSTRUCTION","Carlow","Gleann na Bearu",6,"Respond","","","Stage 3 approved Q4-2017, the scheme is now approved to proceed to tender.","","",""
899,"CAS CONSTRUCTION","Carlow","Ballincarrig, Wexford Road",6,"Tintean Housing Association Ltd","","","","","","Q4-2016"
900,"CAS CONSTRUCTION TURNKEY","Carlow","Pollerton Big, Carlow",6,"Tintean Housing Association Ltd","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
901,"SHIP CONSTRUCTION","Carlow","Father Flood Avenue, Rathvilly",8,"*N/A","","","","","Q1-2019",""
902,"SHIP CONSTRUCTION","Carlow","St. Oliver's Crescent, Myshall",4,"*N/A","","","","Stage 4 approved Q4-2018, the scheme is fully approved.","",""
903,"SHIP CONSTRUCTION","Carlow","St. Mary's Court & Dereen Heights",6,"*N/A","","","","Stage 4 approved Q4-2018, the scheme is fully approved.","",""
904,"SHIP CONSTRUCTION","Carlow","Crowsgrove, Kildavin",1,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
905,"SHIP CONSTRUCTION TURNKEY","Carlow","Carrigbrook, Tullow Road, Carlow - Phase 1",6,"*N/A","","","","","Q4-2017",""
906,"SHIP CONSTRUCTION TURNKEY","Carlow","Carrigbrook, Tullow Road, Carlow - Phase 2",6,"*N/A","","","","","Q4-2017",""
907,"SHIP CONSTRUCTION TURNKEY","Carlow","Carrigbrook, Tullow Road, Carlow - Phase 3",8,"*N/A","","","","","Q4-2017",""
908,"SHIP CONSTRUCTION TURNKEY","Carlow","Carrigbrook, Tullow Road, Carlow - Phase 4",12,"*N/A","","","","","Q4-2017",""
