"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report of Final Turnkey/CALF approval","On site","Completed"
1420,"SHIP CONSTRUCTION TURNKEY","Tipperary","Ardan, Borrisokane",9,"*N/A","","","","","","Q4-2018"
1421,"SHIP CONSTRUCTION TURNKEY","Tipperary","An Grianan, Killenaule, Thurles",4,"*N/A","","","","","","Q4-2018"
1422,"SHIP CONSTRUCTION TURNKEY","Tipperary","Ardan, Borrisokane (Phase 2)",4,"*N/A","","","","","","Q2-2019"
1423,"SHIP CONSTRUCTION TURNKEY","Tipperary","An Grianan, Killenaule, Thurles (Phase 2)",5,"*N/A","","","","","Q4-2018",""
1424,"SHIP CONSTRUCTION TURNKEY","Tipperary","Prior Park, Clonmel",41,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
1425,"SHIP CONSTRUCTION TURNKEY","Tipperary","Ma Charoin, Manna South, Templemore",13,"*N/A","","","","","Q3-2019",""
1426,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard (Phase 2)",5,"*N/A","","","","","","Q3-2019"
1427,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard (Phase 3)",6,"*N/A","","","","","Q4-2018",""
1428,"SHIP CONSTRUCTION TURNKEY","Tipperary","Glencree, Newport",3,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1429,"SHIP CONSTRUCTION TURNKEY","Tipperary","Cloneen Road, Fethard (Phase 4)",4,"*N/A","","","","","Q4-2018",""
1430,"SHIP CONSTRUCTION TURNKEY","Tipperary","An Grianan, Killenaule, Thurles",5,"*N/A","","","","","Q4-2018",""
1431,"CALF Construction","Waterford","St Johns College, Waterford (Phase 1)",36,"Respond","","","","","","Q1-2016"
1432,"CALF Turnkey","Waterford","Kilbarry, Waterford (Phase 1)",69,"Respond","","","","","Q4-2018",""
1433,"CALF Turnkey","Waterford","The Walk, Fairfield Park, Kilcohan, Waterford (Phase 1)",40,"Circle Voluntary Housing Association Ltd","","","","","Q2-2018",""
1434,"CAS CONSTRUCTION","Waterford","Convent Hill, Tramore",10,"Society of Saint Vincent de Paul","","","","","","Q1-2017"
1435,"CAS CONSTRUCTION","Waterford","Powersfield, Hennessys Road, Waterford",3,"Focus Ireland","","","","","Q3-2019",""
1436,"CAS CONSTRUCTION","Waterford","Wadding Manor, Ferrybank",10,"Respond","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
1437,"CAS CONSTRUCTION","Waterford","Gleann Ealach, Dunhill",8,"Gleann Ealach Housing Association","","Stage 2 approved Q4-2017, full design/tender being prepared.","","","",""
1438,"CAS CONSTRUCTION","Waterford","The Paddocks, Williamstown Rd. Waterford",9,"Anvers Housing Association Ltd","","","Stage 3 approved Q2-2018, the scheme is now approved to proceed to tender.","","",""
1439,"PUBLIC PRIVATE PARTNERSHIP (Bundle 2)","Waterford","Slievekeale, Waterford City",58,"*N/A","","","","Q2-2019","",""
1440,"SHIP CONSTRUCTION","Waterford","An Garran, Crobally Upper, Tramore",50,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
1441,"SHIP CONSTRUCTION","Waterford","Alms Houses, Tallow",4,"*N/A","","","","","","Q4-2018"
1442,"SHIP CONSTRUCTION","Waterford","Ardmore Park/Priory Lawn, Waterford City",5,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
1443,"SHIP CONSTRUCTION","Waterford","Ballinroad, Dungarvan",21,"*N/A","","","","","Q2-2019",""
1444,"SHIP CONSTRUCTION","Waterford","Barrack Street, Cappoquin",4,"*N/A","","","","","","Q4-2017"
1445,"SHIP CONSTRUCTION","Waterford","Coolfin Woods, Portlaw",12,"*N/A","","","","","","Q2-2019"
1446,"SHIP CONSTRUCTION","Waterford","Larchville, Waterford City",5,"*N/A","","","Stage 3 approved Q2-2018, the scheme is now approved to proceed to tender.","","",""
1447,"SHIP CONSTRUCTION","Waterford","Patrick Street, Tramore",2,"*N/A","","","","","","Q3-2018"
1448,"SHIP CONSTRUCTION","Waterford","Doyle Street, Waterford City",4,"*N/A","Stage 1 approved Q1-2014, outline design and costs being prepared.","","","","",""
1449,"SHIP CONSTRUCTION","Waterford","Old Cinema Site, Dungarvan",15,"*N/A","","","","","","Q4-2016"
1450,"SHIP CONSTRUCTION","Waterford","The Glen, Bridge St, Waterford",17,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
1451,"SHIP CONSTRUCTION","Waterford","Clarendon Court, Penrose Lane, Waterford",24,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
1452,"SHIP CONSTRUCTION","Waterford","Summerland Square, Waterford",12,"*N/A","","","Stage 3 approved Q1-2019, the scheme is now approved to proceed to tender.","","",""
1453,"SHIP CONSTRUCTION","Waterford","Rough Sleeper Emerg Accom, Bath St, Waterford City",4,"*N/A","","","","","Q1-2019",""
1454,"SHIP CONSTRUCTION","Waterford","Graigueshoneen, Kilthomas, Co Waterford",24,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1455,"SHIP CONSTRUCTION","Waterford","Mount Esker, Ballytruckle Road, Waterford City",13,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
1456,"SHIP CONSTRUCTION RAPID","Waterford","Ballygunner, Waterford City",49,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1457,"SHIP CONSTRUCTION RAPID","Waterford","Ballynaneashagh, Waterford City",20,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
1458,"SHIP CONSTRUCTION TURNKEY","Waterford","Kilrush, Dungarvan",8,"*N/A","","","","","","Q3-2018"
1459,"SHIP CONSTRUCTION TURNKEY","Waterford","Gibbethill, Gracedieu",5,"*N/A","","","","","","Q3-2018"
1460,"SHIP CONSTRUCTION TURNKEY","Waterford","Carrickphierish, Gracedieu, Waterford",31,"*N/A","","","","","","Q4-2018"
1461,"SHIP CONSTRUCTION TURNKEY","Waterford","Shandon, Dungarvan",5,"*N/A","","","","","","Q3-2018"
1462,"SHIP CONSTRUCTION TURNKEY","Waterford","Airport Road, Waterford City",33,"*N/A","","","","","","Q4-2018"
1463,"SHIP CONSTRUCTION TURNKEY","Waterford","Kilrush, Dungarvan - Phase 2",10,"*N/A","","","","","","Q4-2018"
1464,"SHIP CONSTRUCTION TURNKEY","Waterford","Kilrush, Dungarvan - Phase 3",21,"*N/A","","","","","","Q4-2018"
1465,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford",20,"*N/A","","","","","","Q3-2019"
1466,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford - Phase 2",14,"*N/A","","","","","Q4-2018",""
1467,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford - Phase 3",10,"*N/A","","","","","Q4-2018",""
1468,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford - Phase 4",11,"*N/A","","","","Stage 4 approved Q3-2018, the scheme is fully approved.","",""
1469,"SHIP CONSTRUCTION TURNKEY","Waterford","Shandon, Dungarvan",6,"*N/A","","","","","","Q3-2019"
1470,"SHIP CONSTRUCTION TURNKEY","Waterford","Railway Gardens, Lismore",6,"*N/A","","","","","Q3-2019",""
1471,"SHIP CONSTRUCTION TURNKEY","Waterford","Shandon, Dungarvan",8,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
1472,"SHIP CONSTRUCTION TURNKEY","Waterford","Railway Gardens, Lismore - Phase 2",6,"*N/A","","","","","Q3-2019",""
1473,"SHIP CONSTRUCTION TURNKEY","Waterford","Railway Gardens, Lismore - Phase 2",5,"*N/A","","","","","Q3-2019",""
1474,"SHIP CONSTRUCTION TURNKEY","Waterford","Shandon, Dungarvan",6,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
1475,"SHIP CONSTRUCTION TURNKEY","Waterford","Mount Suir, Gracedieu, Carrickphierish - 18 apts",18,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1476,"CALF Turnkey","Westmeath","Cluain Mullen, Castlepollard, Co. Westmeath (Phase 1)",8,"T�ath Housing Association Ltd","","","","","Q2-2019",""
1477,"CALF Turnkey","Westmeath","Cluain Mullen, Castlepollard, Westmeath (Phase 1)",2,"T�ath Housing Association Ltd","","","","","","Q2-2017"
1478,"CALF Turnkey","Westmeath","Rahanine, Rochfortbridge, Co Westmeath (Phase 1)",12,"T�ath Housing Association Ltd","","","","","Q4-2018",""
1479,"CAS CONSTRUCTION","Westmeath","Farran, Mullingar",4,"T�ath Housing Association Ltd","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1480,"CAS CONSTRUCTION TURNKEY","Westmeath","Ardmore Road, Mullingar",14,"T�ath Housing Association Ltd","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1481,"CAS CONSTRUCTION TURNKEY","Westmeath","Ardmore Road, Mullingar",22,"T�ath Housing Association Ltd","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1482,"SHIP CONSTRUCTION","Westmeath","Lissywollen, Athlone",55,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
1483,"SHIP CONSTRUCTION","Westmeath","Bun Daire, Kinnegad (Phase 3)",12,"*N/A","","","","","Q3-2019",""
1484,"SHIP CONSTRUCTION","Westmeath","St. Laurence's Terrace, Mullingar",9,"*N/A","","","","","","Q4-2018"
1485,"SHIP CONSTRUCTION","Westmeath","Ennell Court, Mullingar",1,"*N/A","","","","","","Q1-2018"
1486,"SHIP CONSTRUCTION","Westmeath","Arcadia, Athlone",19,"*N/A","","","","","Q2-2018",""
1487,"SHIP CONSTRUCTION","Westmeath","Ennell Court, Mullingar",3,"*N/A","","","","","","Q2-2016"
1488,"SHIP CONSTRUCTION","Westmeath","Grange Crescent, Mullingar",2,"*N/A","","","","","","Q1-2016"
1489,"SHIP CONSTRUCTION","Westmeath","Ennell Court, Mullingar (Phase 2)",31,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1490,"SHIP CONSTRUCTION","Westmeath","Cloghanboy, Athlone",10,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
1491,"SHIP CONSTRUCTION","Westmeath","Bishopsgate, Mullingar",2,"*N/A","","","","","Q3-2019",""
1492,"SHIP CONSTRUCTION","Westmeath","Arcadia, Athlone",21,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1493,"SHIP CONSTRUCTION","Westmeath","Canal Avenue, Mullingar",22,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
1494,"SHIP CONSTRUCTION","Westmeath","Arcadia, Athlone",14,"*N/A","","","","","Q2-2018",""
1495,"SHIP CONSTRUCTION","Westmeath","Railway Terrace, Mullingar",24,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1496,"SHIP CONSTRUCTION","Westmeath","Bishopsgate, Mullingar - Phase 2",2,"*N/A","","","","","Q3-2019",""
1497,"SHIP CONSTRUCTION","Westmeath","Railway Terrace, Mullingar",16,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1498,"SHIP CONSTRUCTION RAPID","Westmeath","O'Growney Green, Mullingar",14,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
1499,"SHIP CONSTRUCTION RAPID","Westmeath","Dalton Park, Mullingar",12,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1500,"SHIP CONSTRUCTION RAPID","Westmeath","Water Street, Castlepollard",7,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1501,"SHIP CONSTRUCTION RAPID","Westmeath","Ennell Court, Mullingar (Phase 1)",15,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1502,"SHIP CONSTRUCTION TURNKEY","Westmeath","Belvedere Hills, Mullingar",21,"*N/A","","","","","","Q4-2017"
1503,"SHIP CONSTRUCTION TURNKEY","Westmeath","Cloon Lara, Mullingar",12,"*N/A","","","","","","Q2-2019"
1504,"SHIP CONSTRUCTION TURNKEY","Westmeath","Abbeybrook, Kilbeggan",7,"*N/A","","","","","","Q1-2019"
1505,"SHIP CONSTRUCTION TURNKEY","Westmeath","Lakepoint, Mullingar",31,"*N/A","","","","Stage 4 approved Q2-2019, the scheme is fully approved.","",""
1506,"SHIP CONSTRUCTION TURNKEY","Westmeath","Coill Rua, Mullingar",8,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1507,"CALF Turnkey","Wexford","9 Units, Gleann an Ghairdin, Gorey, Co. Wexford (Phase 1)",9,"T�ath Housing Association Ltd","","","","Q3-2019","",""
1508,"CALF Turnkey","Wexford"," Ard Uisce, Wexford Town (Phase 1)",5,"T�ath Housing Association Ltd","","","","","","Q4-2017"
1509,"CALF Turnkey","Wexford"," Ard Uisce, Whiterock, Wexford  (Phase 1)",1,"T�ath Housing Association Ltd","","","","","","Q1-2018"
1510,"CALF Turnkey","Wexford","Ard Uisce, Whiterock, Wexford (Phase 1)",6,"T�ath Housing Association Ltd","","","","","","Q1-2018"
1511,"CALF Turnkey","Wexford","Ard Uisce, Whiterock, Wexford (Phase 1)*",6,"T�ath Housing Association Ltd","","","","","","Q1-2017"
1512,"CALF Turnkey","Wexford","Ballyboggan, Castlebridge, Co Wexford (Phase 1)",10,"Co-operative Housing Ireland","","","","","","Q4-2018"
1513,"CALF Turnkey","Wexford","Fearach Cnoic, Greenville, The Moyne, Enniscorthy (Phase 1)*",34,"Oaklee Housing","","","","","","Q4-2018"
1514,"CALF Turnkey","Wexford","Fearach Cnoic, Greenville, The Moyne, Enniscorthy (Phase 2)",6,"Oaklee Housing","","","","","","Q2-2019"
1515,"CALF Turnkey","Wexford","Gleann an Ghairdin, Gorey (Phase 1)",18,"T�ath Housing Association Ltd","","","","","Q4-2018",""
1516,"CALF Turnkey","Wexford","Greenville, Enniscorthy, Co. Wexford (Phase 1)*",6,"Oaklee Housing","","","","","","Q2-2019"
1517,"CALF Turnkey","Wexford","Hunters Green, Gorey (Phase 1)",7,"Co-operative Housing Ireland","","","","","","Q2-2016"
1518,"CALF Turnkey","Wexford","Hunters Green, Gorey (Phase 2)",11,"Co-operative Housing Ireland","","","","","","Q3-2016"
1519,"CALF Turnkey","Wexford","Hunters Green, Gorey (Phase 3)",11,"Co-operative Housing Ireland","","","","","","Q1-2017"
1520,"CALF Turnkey","Wexford","Hunters Green, Gorey (Phase 4)",9,"Co-operative Housing Ireland","","","","","","Q4-2017"
1521,"CALF Turnkey","Wexford","Meadowfields Enniscorthy, Co. Wexford (Phase 1)",12,"Co-operative Housing Ireland","","","","","","Q3-2016"
1522,"CALF Turnkey","Wexford","Meadowfields Phase 3, Enniscorthy, Co. Wexford (Phase 1)*",14,"Co-operative Housing Ireland","","","","","","Q2-2019"
1523,"CALF Turnkey","Wexford","Meadowfields Phase 3, Enniscorthy, Co. Wexford (Phase 2)*",14,"Co-operative Housing Ireland","","","","","Q1-2018",""
1524,"CALF Turnkey","Wexford","Old Forge Road, Milehouse Road, Enniscorthy, Co. Wexford (Phase 1)*",19,"T�ath Housing Association Ltd","","","","Q1-2019","",""
1525,"CALF Turnkey","Wexford","Old Forge Road, Milehouse Road, Enniscorthy, Co. Wexford (Phase 2)*",22,"T�ath Housing Association Ltd","","","","Q1-2019","",""
1526,"CALF Turnkey","Wexford","Old Forge Road, Milehouse Road, Enniscorthy, Co. Wexford (Phase 3)*",18,"T�ath Housing Association Ltd","","","","Q1-2019","",""
1527,"CALF Turnkey","Wexford","P�irc na gCon, Greenville Lane, Enniscorthy, Co. Wexford (Phase 1)*",52,"Cluid Housing","","","","Q2-2019","",""
1528,"CALF Turnkey","Wexford","Ramstown, Gorey, Co. Wexford (Phase 1)",8,"T�ath Housing Association Ltd","","","","Q1-2019","",""
1529,"CALF Turnkey","Wexford","Ramstown, Gorey, Co. Wexford (Phase 2)",11,"T�ath Housing Association Ltd","","","","Q1-2019","",""
1530,"CALF Turnkey","Wexford","Ramstown, Gorey, Co. Wexford (Phase 3)",11,"T�ath Housing Association Ltd","","","","Q1-2019","",""
1531,"CALF Turnkey","Wexford","Ramstown, Gorey, Co. Wexford (Phase 4)",26,"T�ath Housing Association Ltd","","","","Q1-2019","",""
1532,"CALF Turnkey","Wexford","Roxborough, Mulgannon, Wexford (Phase 1)",12,"T�ath Housing Association Ltd","","","","Q2-2019","",""
1533,"CALF Turnkey","Wexford","Roxborough, Mulgannon, Wexford (Phase 2)",9,"T�ath Housing Association Ltd","","","","Q2-2019","",""
1534,"CALF Turnkey","Wexford","Roxborough, Mulgannon, Wexford (Phase 3)",18,"T�ath Housing Association Ltd","","","","Q2-2019","",""
1535,"CALF Turnkey","Wexford","Roxborough, Mulgannon, Wexford (Phase 4)*",10,"T�ath Housing Association Ltd","","","","Q2-2019","",""
1536,"CALF Turnkey","Wexford","Roxborough, Mulgannon, Wexford (Phase 5)",22,"T�ath Housing Association Ltd","","","","Q2-2019","",""
1537,"CAS CONSTRUCTION","Wexford","Barrystown",16,"Grantstown Voluntary Housing Association Ltd","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
1538,"CAS CONSTRUCTION","Wexford","Rathangan",7,"Rathangan Senior Citizens Housing Association Ltd","","","","","","Q3-2017"
1539,"CAS CONSTRUCTION","Wexford","Wexford Women's Refuge, Maudlintown, Co Wexford",13,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
1540,"SHIP CONSTRUCTION","Wexford","SN Castlemoyle, New Ross",1,"*N/A","","","","","Q4-2018",""
1541,"SHIP CONSTRUCTION","Wexford","Cloghultagh, Taghmon",18,"*N/A","","","","","Q2-2019",""
1542,"SHIP CONSTRUCTION","Wexford","Coolcotts, Clonard",7,"*N/A","","","","","Q3-2018",""
1543,"SHIP CONSTRUCTION","Wexford","Creagh, Gorey",10,"*N/A","","","","","","Q1-2019"
1544,"SHIP CONSTRUCTION","Wexford","Danescastle",10,"*N/A","","","","","","Q1-2019"
1545,"SHIP CONSTRUCTION","Wexford","Slippery Green, Wexford",10,"*N/A","","","","","","Q3-2019"
1546,"SHIP CONSTRUCTION","Wexford","Whiterock Hill, Wexford",20,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
1547,"SHIP CONSTRUCTION","Wexford","Cois Mara",2,"*N/A","","","","","","Q3-2018"
1548,"SHIP CONSTRUCTION","Wexford","Killeens, Wexford",40,"*N/A","","Stage 2 approved Q3-2019, full design/tender being prepared.","","","",""
1549,"SHIP CONSTRUCTION","Wexford","Oylegate",2,"*N/A","","","","","","Q2-2018"
1550,"SHIP CONSTRUCTION","Wexford","Cherryorchard, Enniscorthy",8,"*N/A","","","","","","Q3-2018"
1551,"SHIP CONSTRUCTION","Wexford","Ross Road, Enniscorthy",1,"*N/A","","","","","Q3-2018",""
1552,"SHIP CONSTRUCTION","Wexford","Baile Eoghain, Gorey",5,"*N/A","","","","","","Q4-2018"
1553,"SHIP CONSTRUCTION","Wexford","Baile an Tr�, Riverchapel (Courtown Ardamine)",10,"*N/A","","","","","","Q2-2016"
1554,"SHIP CONSTRUCTION","Wexford","Shanna Court, Coolcotts",8,"*N/A","","","","","","Q1-2016"
1555,"SHIP CONSTRUCTION","Wexford","Francis Street, Wexford",1,"*N/A","","","","","","Q1-2017"
1556,"SHIP CONSTRUCTION","Wexford","Commodore Barry",1,"*N/A","","","","","","Q2-2016"
1557,"SHIP CONSTRUCTION","Wexford","Glentire, The Ballagh, Enniscorthy",7,"*N/A","","","","","Q2-2019",""
1558,"SHIP CONSTRUCTION","Wexford","Rosetown, Rosslare, Co Wexford",36,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
1559,"SHIP CONSTRUCTION","Wexford","Carley's Bridge, Enniscorthy, Co Wexford",17,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
1560,"SHIP CONSTRUCTION","Wexford","Creagh (East), Gorey",4,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
1561,"SHIP CONSTRUCTION","Wexford","Rosbercon, New Ross",28,"*N/A","Stage 1 approved Q4-2018, outline design and costs being prepared.","","","","",""
1562,"SHIP CONSTRUCTION","Wexford","Baile Eoghain, Gorey (Phase 2)",4,"*N/A","","","","","","Q4-2018"
1563,"SHIP CONSTRUCTION","Wexford","Wexford Street, Gorey",20,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
1564,"SHIP CONSTRUCTION","Wexford","Rosemary Heights, Ferns,Co. Wicklow",7,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
1565,"SHIP CONSTRUCTION","Wexford","Bullawn, Irishtown, New Ross",2,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
1566,"SHIP CONSTRUCTION","Wexford","Ballyhine, Barntown, Co. Wexford",6,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
1567,"SHIP CONSTRUCTION","Wexford","Whiterock Hill, Wexford (Phase 2)",24,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
1568,"SHIP CONSTRUCTION","Wexford","Creagh (West), Gorey",8,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
1569,"SHIP CONSTRUCTION TURNKEY","Wexford","Madeira Oaks, Wexford",8,"*N/A","","","","","","Q3-2017"
1570,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin, Ballytegan Road, Gorey",8,"*N/A","","","","","","Q1-2018"
1571,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford",11,"*N/A","","","","","","Q4-2018"
1572,"SHIP CONSTRUCTION TURNKEY","Wexford","Castlebridge, Co Wexford",3,"*N/A","","","","","","Q3-2018"
