"No_","Funding Programme","LA","Scheme/Project Name","No_ of Units","Approved Housing Body","Stage 1 Capital Appraisal","Stage 2 Pre Planning","Stage 3 Pre Tender design","Stage 4 Tender Report of Final Turnkey/CALF approval","On site","Completed"
1710,"SHIP CONSTRUCTION TURNKEY","Waterford","Carrickphierish, Gracedieu, Waterford",31,"*N/A","","","","","","Q4-2018"
1711,"SHIP CONSTRUCTION TURNKEY","Waterford","Shandon, Dungarvan",5,"*N/A","","","","","","Q3-2018"
1712,"SHIP CONSTRUCTION TURNKEY","Waterford","Airport Road, Waterford City",33,"*N/A","","","","","","Q4-2018"
1713,"SHIP CONSTRUCTION TURNKEY","Waterford","Kilrush, Dungarvan - Phase 2",10,"*N/A","","","","","","Q4-2018"
1714,"SHIP CONSTRUCTION TURNKEY","Waterford","Kilrush, Dungarvan - Phase 3",21,"*N/A","","","","","","Q4-2018"
1715,"SHIP CONSTRUCTION TURNKEY","Waterford","Estuary Heights, Shandon, Dungarvan",6,"*N/A","","","","","","Q3-2019"
1716,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford - Phase 3",10,"*N/A","","","","","Q4-2018",""
1717,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford - Phase 4",11,"*N/A","","","","Stage 4 approved Q3-2018, the scheme is fully approved.","",""
1718,"SHIP CONSTRUCTION TURNKEY","Waterford","Estuary Heights, Shandon, Dungarvan",8,"*N/A","","","","","","Q4-2019"
1719,"SHIP CONSTRUCTION TURNKEY","Waterford","Railway Gardens, Lismore",6,"*N/A","","","","","Q3-2019",""
1720,"SHIP CONSTRUCTION TURNKEY","Waterford","Estuary Heights, Shandon, Dungarvan",6,"*N/A","","","","","","Q4-2019"
1721,"SHIP CONSTRUCTION TURNKEY","Waterford","Railway Gardens, Lismore - Phase 2",6,"*N/A","","","","","Q3-2019",""
1722,"SHIP CONSTRUCTION TURNKEY","Waterford","Railway Gardens, Lismore - Phase 2",5,"*N/A","","","","","Q3-2019",""
1723,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford",20,"*N/A","","","","","","Q3-2019"
1724,"SHIP CONSTRUCTION TURNKEY","Waterford","Lacken Road, Waterford - Phase 2",14,"*N/A","","","","","","Q4-2019"
1725,"SHIP CONSTRUCTION TURNKEY","Waterford","Mount Suir, Gracedieu, Carrickphierish",18,"*N/A","","","","","","Q4-2019"
1726,"CALF Construction","Westmeath","Farran, Mullingar, Co. Westmeath (Phase 1)",10,"T�ath Housing Association Ltd","","","","","Q4-2019",""
1727,"CALF Turnkey","Westmeath","Athlone Road, Moate, Co. Westmeath (Phase 1)*",14,"Oaklee Housing","","","","Q4-2019","",""
1728,"CALF Turnkey","Westmeath","Cluain Mullen, Castlepollard, Co. Westmeath (Phase 1)",8,"T�ath Housing Association Ltd","","","","","Q2-2019",""
1729,"CALF Turnkey","Westmeath","Cluain Mullen, Castlepollard, Westmeath (Phase 1)",2,"T�ath Housing Association Ltd","","","","","","Q2-2017"
1730,"CALF Turnkey","Westmeath","Rahanine, Rochfortbridge, Co Westmeath (Phase 1)",12,"T�ath Housing Association Ltd","","","","","Q4-2018",""
1731,"CALF Turnkey","Westmeath","Rathwire, Killucan, Co. Westmeath (Phase 1)",4,"T�ath Housing Association Ltd","","","","Q4-2019","",""
1732,"CALF Turnkey","Westmeath","Royal Canal, Ardmore Road, Mullingar, Co. Westmeath (Phase 1)",4,"T�ath Housing Association Ltd","","","","","Q3-2019",""
1733,"CALF Turnkey","Westmeath","Royal Canal, Ardmore Road, Mullingar, Co. Westmeath (Phase 2)",4,"T�ath Housing Association Ltd","","","","","Q3-2019",""
1734,"CALF Turnkey","Westmeath","The Orchard, Athlone, Co. Westmeath (Phase 2)*",10,"T�ath Housing Association Ltd","","","","","Q1-2019",""
1735,"CALF Turnkey","Westmeath","The Orchard, Athlone, Co. Westmeath (Phase 3)*",14,"T�ath Housing Association Ltd","","","","","Q1-2019",""
1736,"CALF Turnkey","Westmeath","The Orchard, Athlone, Co. Westmeath (Phase 1)",8,"T�ath Housing Association Ltd","","","","","","Q4-2019"
1737,"CAS CONSTRUCTION","Westmeath","Farran, Mullingar",4,"T�ath Housing Association Ltd","","","","","Q4-2019",""
1738,"CAS CONSTRUCTION TURNKEY","Westmeath","Ardmore Road, Mullingar",14,"T�ath Housing Association Ltd","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1739,"CAS CONSTRUCTION TURNKEY","Westmeath","Ardmore Road, Mullingar",22,"T�ath Housing Association Ltd","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1740,"SHIP CONSTRUCTION RAPID","Westmeath","Ennell Court, Mullingar (Phase 1)",15,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1741,"SHIP CONSTRUCTION","Westmeath","Bun Daire, Kinnegad (Phase 3)",12,"*N/A","","","","","Q3-2019",""
1742,"SHIP CONSTRUCTION","Westmeath","St. Laurence's Terrace, Mullingar",9,"*N/A","","","","","","Q4-2018"
1743,"SHIP CONSTRUCTION","Westmeath","Ennell Court, Mullingar",1,"*N/A","","","","","","Q1-2018"
1744,"SHIP CONSTRUCTION","Westmeath","Arcadia, Athlone (Phase 1.1)",19,"*N/A","","","","","Q2-2018",""
1745,"SHIP CONSTRUCTION","Westmeath","Ennell Court (Phase 2)",3,"*N/A","","","","","","Q2-2016"
1746,"SHIP CONSTRUCTION","Westmeath","Grange Crescent, Mullingar",2,"*N/A","","","","","","Q1-2016"
1747,"SHIP CONSTRUCTION","Westmeath","Ennell Court, Mullingar (Phase 2)",31,"*N/A","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
1748,"SHIP CONSTRUCTION","Westmeath","Cloghanboy, Athlone",10,"*N/A","","Stage 2 approved Q3-2018, full design/tender being prepared.","","","",""
1749,"SHIP CONSTRUCTION","Westmeath","Bishopsgate, Mullingar",4,"*N/A","","","","","Q3-2019",""
1750,"SHIP CONSTRUCTION","Westmeath","Arcadia, Athlone (Phase 2)",21,"*N/A","Stage 1 approved Q3-2018, outline design and costs being prepared.","","","","",""
1751,"SHIP CONSTRUCTION","Westmeath","Canal Avenue, Mullingar",23,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
1752,"SHIP CONSTRUCTION","Westmeath","Arcadia, Athlone (Phase 1.2)",14,"*N/A","","","","","Q2-2018",""
1753,"SHIP CONSTRUCTION","Westmeath","Railway Terrace, Mullingar",24,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1754,"SHIP CONSTRUCTION","Westmeath","Railway Terrace, Mullingar",16,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1755,"SHIP CONSTRUCTION TURNKEY","Westmeath","Belvedere Hills, Mullingar",21,"*N/A","","","","","","Q4-2017"
1756,"SHIP CONSTRUCTION TURNKEY","Westmeath","Abbeybrook, Kilbeggan",7,"*N/A","","","","","","Q1-2019"
1757,"SHIP CONSTRUCTION TURNKEY","Westmeath","Cloon Lara, Mullingar",12,"*N/A","","","","","","Q2-2019"
1758,"SHIP CONSTRUCTION TURNKEY","Westmeath","Lakepoint, Mullingar",31,"*N/A","","","","","Q4-2019",""
1759,"SHIP CONSTRUCTION TURNKEY","Westmeath","Coill Rua, Mullingar",6,"*N/A","","","","","","Q4-2019"
1760,"SHIP CONSTRUCTION TURNKEY","Westmeath","Rathgarve Green, Castlepollard",5,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
1761,"SHIP CONSTRUCTION TURNKEY","Westmeath","Valley Cottages, Mullingar",3,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
1762,"SHIP CONSTRUCTION TURNKEY","Westmeath","Austin Friars Street, Mullingar",4,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
1763,"SHIP CONSTRUCTION TURNKEY","Westmeath","Rathgarve Green, Castlepollard",5,"*N/A","","","","Stage 4 approved Q4-2019, the scheme is fully approved.","",""
1764,"SHIP CONSTRUCTION RAPID","Westmeath","O'Growney Green, Mullingar",14,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
1765,"SHIP CONSTRUCTION RAPID","Westmeath","Dalton Park, Mullingar",12,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1766,"SHIP CONSTRUCTION RAPID","Westmeath","Water Street, Castlepollard",7,"*N/A","Stage 1 approved Q3-2019, outline design and costs being prepared.","","","","",""
1767,"CALF Turnkey","Wexford","24 Units, Gleann an Ghairdin, Gorey, Co. Wexford (Phase 1)",24,"T�ath Housing Association Ltd","","","","","Q3-2018",""
1768,"CALF Turnkey","Wexford","9 Units, Gleann an Ghairdin, Gorey, Co. Wexford (Phase 1)",9,"T�ath Housing Association Ltd","","","","Q3-2019","",""
1769,"CALF Turnkey","Wexford"," Ard Uisce, Wexford Town (Phase 1)",5,"T�ath Housing Association Ltd","","","","","","Q4-2017"
1770,"CALF Turnkey","Wexford"," Ard Uisce, Whiterock, Wexford  (Phase 1)",1,"T�ath Housing Association Ltd","","","","","","Q1-2018"
1771,"CALF Turnkey","Wexford","Ard Uisce, Whiterock, Wexford (Phase 1)",6,"T�ath Housing Association Ltd","","","","","","Q1-2018"
1772,"CALF Turnkey","Wexford","Ard Uisce, Whiterock, Wexford (Phase 1)*",6,"T�ath Housing Association Ltd","","","","","","Q1-2017"
1773,"CALF Turnkey","Wexford","Ballyboggan, Castlebridge, Co Wexford (Phase 1)",10,"Co-operative Housing Ireland","","","","","","Q4-2018"
1774,"CALF Turnkey","Wexford","Fearach Cnoic, Greenville, The Moyne, Enniscorthy (Phase 1)",34,"Oaklee Housing","","","","","","Q4-2018"
1775,"CALF Turnkey","Wexford","Fort Road, Ramsfort Park, Gorey, Co. Wexford (Phase 1)*",11,"Co-operative Housing Ireland","","","","","Q3-2018",""
1776,"CALF Turnkey","Wexford","Gleann an Ghairdin, Gorey (Phase 2)",9,"T�ath Housing Association Ltd","","","","","Q4-2018",""
1777,"CALF Turnkey","Wexford","Hunters Green, Gorey (Phase 1)",7,"Co-operative Housing Ireland","","","","","","Q2-2016"
1778,"CALF Turnkey","Wexford","Hunters Green, Gorey (Phase 2)",11,"Co-operative Housing Ireland","","","","","","Q3-2016"
1779,"CALF Turnkey","Wexford","Hunters Green, Gorey (Phase 3)",11,"Co-operative Housing Ireland","","","","","","Q1-2017"
1780,"CALF Turnkey","Wexford","Hunters Green, Gorey (Phase 4)",9,"Co-operative Housing Ireland","","","","","","Q4-2017"
1781,"CALF Turnkey","Wexford","Kerlogue Manor, Drinagh, Wexford (Phase 1)",12,"T�ath Housing Association Ltd","","","","Q2-2019","",""
1782,"CALF Turnkey","Wexford","Kerlogue Manor, Drinagh, Wexford (Phase 2)",9,"T�ath Housing Association Ltd","","","","Q2-2019","",""
1783,"CALF Turnkey","Wexford","Kerlogue Manor, Drinagh, Wexford (Phase 3)",6,"T�ath Housing Association Ltd","","","","Q2-2019","",""
1784,"CALF Turnkey","Wexford","Kerlogue Manor, Drinagh, Wexford (Phase 4)*",22,"T�ath Housing Association Ltd","","","","Q2-2019","",""
1785,"CALF Turnkey","Wexford","Kerlogue Manor, Drinagh, Wexford (Phase 5)",22,"T�ath Housing Association Ltd","","","","Q2-2019","",""
1786,"CALF Turnkey","Wexford","Meadowfields Enniscorthy, Co. Wexford (Phase 1)",12,"Co-operative Housing Ireland","","","","","","Q3-2016"
1787,"CALF Turnkey","Wexford","Clonard, Wexford (Phase 1)*",10,"Co-operative Housing Ireland","","","","","","Q4-2019"
1788,"CALF Turnkey","Wexford","Old Forge Road, Milehouse Road, Enniscorthy, Co. Wexford (Phase 1)*",19,"T�ath Housing Association Ltd","","","","","Q4-2019",""
1789,"CALF Turnkey","Wexford","Old Forge Road, Milehouse Road, Enniscorthy, Co. Wexford (Phase 2)*",22,"T�ath Housing Association Ltd","","","","","Q4-2019",""
1790,"CALF Turnkey","Wexford","Old Forge Road, Milehouse Road, Enniscorthy, Co. Wexford (Phase 3)*",18,"T�ath Housing Association Ltd","","","","","Q4-2019",""
1791,"CALF Turnkey","Wexford","P�irc na gCon, Greenville Lane, Enniscorthy, Co. Wexford (Phase 1)*",52,"Cluid Housing","","","","Q2-2019","",""
1792,"CALF Turnkey","Wexford","Fearach Cnoic, Greenville, The Moyne, Enniscorthy (Phase 2)",6,"Oaklee Housing","","","","","","Q2-2019"
1793,"CALF Turnkey","Wexford","Gleann an Ghairdin, Gorey (Phase 1)",9,"T�ath Housing Association Ltd","","","","","","Q4-2019"
1794,"CALF Turnkey","Wexford","Greenville, Enniscorthy, Co. Wexford (Phase 1)*",6,"Oaklee Housing","","","","","","Q2-2019"
1795,"CALF Turnkey","Wexford","Meadowfields Phase 3, Enniscorthy, Co. Wexford (Phase 1)*",14,"Co-operative Housing Ireland","","","","","","Q2-2019"
1796,"CALF Turnkey","Wexford","Meadowfields Phase 3, Enniscorthy, Co. Wexford (Phase 2)*",14,"Co-operative Housing Ireland","","","","","","Q4-2019"
1797,"CAS CONSTRUCTION","Wexford","Barrystown",16,"Grantstown Voluntary Housing Association Ltd","","Stage 2 approved Q1-2018, full design/tender being prepared.","","","",""
1798,"CAS CONSTRUCTION","Wexford","Rathangan",7,"Rathangan Senior Citizens Housing Association Ltd","","","","","","Q3-2017"
1799,"CAS CONSTRUCTION","Wexford","Wexford Women's Refuge, Maudlintown, Co Wexford",13,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
1800,"SHIP CONSTRUCTION","Wexford","Coolcotts, Clonard",7,"*N/A","","","","","","Q4-2019"
1801,"SHIP CONSTRUCTION","Wexford","Creagh, Gorey",10,"*N/A","","","","","","Q1-2019"
1802,"SHIP CONSTRUCTION","Wexford","Cloghultagh, Taghmon",18,"*N/A","","","","","Q2-2019",""
1803,"SHIP CONSTRUCTION","Wexford","Danescastle",10,"*N/A","","","","","","Q1-2019"
1804,"SHIP CONSTRUCTION","Wexford","Whiterock Hill, Wexford",20,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
1805,"SHIP CONSTRUCTION","Wexford","Cois Mara",2,"*N/A","","","","","","Q3-2018"
1806,"SHIP CONSTRUCTION","Wexford","Killeens, Wexford",40,"*N/A","","","Stage 3 approved Q4-2019, the scheme is now approved to proceed to tender.","","",""
1807,"SHIP CONSTRUCTION","Wexford","Oylegate",2,"*N/A","","","","","","Q2-2018"
1808,"SHIP CONSTRUCTION","Wexford","Cherryorchard, Enniscorthy",8,"*N/A","","","","","","Q3-2018"
1809,"SHIP CONSTRUCTION","Wexford","Ross Road, Enniscorthy",1,"*N/A","","","","","Q3-2018",""
1810,"SHIP CONSTRUCTION","Wexford","Baile Eoghain, Gorey",5,"*N/A","","","","","","Q4-2018"
1811,"SHIP CONSTRUCTION","Wexford","Baile an Tr�, Riverchapel (Courtown Ardamine)",10,"*N/A","","","","","","Q2-2016"
1812,"SHIP CONSTRUCTION","Wexford","Shanna Court, Coolcotts",8,"*N/A","","","","","","Q1-2016"
1813,"SHIP CONSTRUCTION","Wexford","Francis Street, Wexford",1,"*N/A","","","","","","Q1-2017"
1814,"SHIP CONSTRUCTION","Wexford","Commodore Barry",1,"*N/A","","","","","","Q2-2016"
1815,"SHIP CONSTRUCTION","Wexford","Glentire, The Ballagh, Enniscorthy",7,"*N/A","","","","","Q2-2019",""
1816,"SHIP CONSTRUCTION","Wexford","Rosetown, Rosslare, Co Wexford",36,"*N/A","Stage 1 approved Q1-2018, outline design and costs being prepared.","","","","",""
1817,"SHIP CONSTRUCTION","Wexford","Carley's Bridge, Enniscorthy, Co Wexford",17,"*N/A","","Stage 2 approved Q4-2019, full design/tender being prepared.","","","",""
1818,"SHIP CONSTRUCTION","Wexford","Creagh (East), Gorey",4,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
1819,"SHIP CONSTRUCTION","Wexford","Rosbercon, New Ross",28,"*N/A","Stage 1 approved Q4-2018, outline design and costs being prepared.","","","","",""
1820,"SHIP CONSTRUCTION","Wexford","Baile Eoghain, Gorey (Phase 2)",4,"*N/A","","","","","","Q4-2018"
1821,"SHIP CONSTRUCTION","Wexford","Wexford Street, Gorey",20,"*N/A","Stage 1 approved Q1-2019, outline design and costs being prepared.","","","","",""
1822,"SHIP CONSTRUCTION","Wexford","Rosemary Heights, Ferns,Co. Wicklow",7,"*N/A","","Stage 2 approved Q4-2019, full design/tender being prepared.","","","",""
1823,"SHIP CONSTRUCTION","Wexford","Bullawn, Irishtown, New Ross",2,"*N/A","","Stage 2 approved Q4-2019, full design/tender being prepared.","","","",""
1824,"SHIP CONSTRUCTION","Wexford","Ballyhine, Barntown, Co. Wexford",6,"*N/A","","Stage 2 approved Q4-2019, full design/tender being prepared.","","","",""
1825,"SHIP CONSTRUCTION","Wexford","Whiterock Hill, Wexford (Phase 2)",24,"*N/A","","Stage 2 approved Q2-2018, full design/tender being prepared.","","","",""
1826,"SHIP CONSTRUCTION","Wexford","Creagh (West), Gorey",8,"*N/A","Stage 1 approved Q2-2018, outline design and costs being prepared.","","","","",""
1827,"SHIP CONSTRUCTION","Wexford","Slippery Green, Wexford",10,"*N/A","","","","","","Q3-2019"
1828,"SHIP CONSTRUCTION","Wexford","SN Castlemoyle, New Ross",1,"*N/A","","","","","","Q4-2019"
1829,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford - Phase 2",10,"*N/A","","","","","","Q1-2019"
1830,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford Phase 4",10,"*N/A","","","","","","Q3-2019"
1831,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford-Phase 3",4,"*N/A","","","","","","Q2-2019"
1832,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin, Ballytegan Road, Gorey (Phase 2 C)",1,"*N/A","","","","","","Q3-2019"
1833,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin, Ballytegan Road, Gorey (Phase 2a)",2,"*N/A","","","","","","Q2-2019"
1834,"SHIP CONSTRUCTION TURNKEY","Wexford","Madeira Oaks, Wexford",8,"*N/A","","","","","","Q3-2017"
1835,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin, Ballytegan Road, Gorey",8,"*N/A","","","","","","Q1-2018"
1836,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford",11,"*N/A","","","","","","Q4-2018"
1837,"SHIP CONSTRUCTION TURNKEY","Wexford","Rath an Duin, Castlebridge",3,"*N/A","","","","","","Q3-2018"
1838,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin, Ballytegan Road, Gorey (Phase 2b)",2,"*N/A","","","","","","Q4-2019"
1839,"SHIP CONSTRUCTION TURNKEY","Wexford","Gleann an Ghairdin, Ballytegan Road, Gorey (Phase 1b)",10,"*N/A","","","","","","Q4-2018"
1840,"SHIP CONSTRUCTION TURNKEY","Wexford","Glen Aoibhinn, Ardamine, Gorey",5,"*N/A","","","","","","Q4-2018"
1841,"SHIP CONSTRUCTION TURNKEY","Wexford","Glen Aoibhinn, Ardamine, Gorey - Phase 2",2,"*N/A","","","","","","Q1-2019"
1842,"SHIP CONSTRUCTION TURNKEY","Wexford","Whitewater Estuary, Ballyhack, Co. Wexford",3,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
1843,"SHIP CONSTRUCTION TURNKEY","Wexford","Glen Aoibhinn, Ardamine, Gorey - Phase 3",3,"*N/A","","","","","","Q4-2019"
1844,"SHIP CONSTRUCTION TURNKEY","Wexford","Airhill, Belvedere Rd, Wexford",3,"*N/A","","","","","Q2-2019",""
1845,"SHIP CONSTRUCTION TURNKEY","Wexford","Riverchapel Lane, Gorey",4,"*N/A","","","","","","Q4-2019"
1846,"SHIP CONSTRUCTION TURNKEY","Wexford","Airhill, Belvedere Rd, Wexford",4,"*N/A","","","","","Q2-2019",""
1847,"SHIP CONSTRUCTION TURNKEY","Wexford","Michael Street, New Ross ",3,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1848,"SHIP CONSTRUCTION TURNKEY","Wexford","Ard Uisce, Whiterock, Wexford",19,"*N/A","","","","Stage 4 approved Q3-2019, the scheme is fully approved.","",""
1849,"SHIP CONSTRUCTION TURNKEY","Wexford","St. Martin's Road, Rosslare Harbour",4,"*N/A","","","","","","Q4-2019"
1850,"SHIP CONSTRUCTION RAPID","Wicklow","Merrymeeting View, Rathnew",46,"*N/A","","","","","Q2-2019",""
1851,"SHIP CONSTRUCTION RAPID","Wicklow","Ashtown Lane, Wicklow Town",40,"*N/A","","","Stage 3 approved Q4-2019, the scheme is now approved to proceed to tender.","","",""
1852,"SHIP CONSTRUCTION RAPID","Wicklow","Three Trouts, Greystones",40,"*N/A","","Stage 2 approved Q4-2019, full design/tender being prepared.","","","",""
1853,"SHIP CONSTRUCTION RAPID","Wicklow","Greenhills Road, Wicklow Town",36,"*N/A","","Stage 2 approved Q4-2019, full design/tender being prepared.","","","",""
1854,"SHIP CONSTRUCTION RAPID","Wicklow","Ard na Greine, West Ward, Bray",31,"*N/A","","Stage 2 approved Q4-2019, full design/tender being prepared.","","","",""
1855,"SHIP CONSTRUCTION RAPID","Wicklow","Coolattin Oaks (Ph4), Carnew",30,"*N/A","","","","","Q3-2019",""
1856,"SHIP CONSTRUCTION RAPID","Wicklow","Sli na Slainte, Whitehall, Baltinglass",27,"*N/A","","","","Stage 4 approved Q1-2019, the scheme is fully approved.","",""
1857,"SHIP CONSTRUCTION RAPID","Wicklow","Shillelagh Phase 4",22,"*N/A","","","Stage 3 approved Q4-2019, the scheme is now approved to proceed to tender.","","",""
1858,"SHIP CONSTRUCTION RAPID","Wicklow","Mountainview, NTMK",22,"*N/A","Stage 1 approved Q2-2019, outline design and costs being prepared.","","","","",""
1859,"SHIP CONSTRUCTION","Wicklow","Avondale Heights, Rathdrum",20,"*N/A","","","","","","Q4-2018"
1860,"CALF Turnkey","Wicklow","1 - 14 Wentworth Place, Wicklow Town (Phase 1)",14,"T�ath Housing Association Ltd","","","","Q4-2018","",""
